用户ID,肤质,R值,F值,M值,R评分,F评分,M评分,综合得分,用户分类
U00069255,敏感肌,278,2,1066.0,1,3,4,2.8,高价值沉睡用户
U00069256,敏感肌,266,1,429.0,1,2,3,2.1,高价值沉睡用户
U00069257,干性/混干,282,2,1347.0,1,3,4,2.8,高价值沉睡用户
U00069258,敏感肌,25,3,1713.0,5,4,5,4.7,核心价值用户
U00069259,敏感肌,19,3,2949.0,5,4,5,4.7,核心价值用户
U00069260,中性,98,2,747.0,2,3,3,2.7,高价值沉睡用户
U00069261,敏感肌,49,4,1444.0,4,4,4,4.0,核心价值用户
U00069262,中性,138,2,2261.0,2,3,5,3.5,潜力发展用户
U00069263,敏感肌,101,3,1723.0,2,4,5,3.8,潜力发展用户
U00069264,敏感肌,25,4,2273.0,5,4,5,4.7,核心价值用户
U00069265,油性/混油,140,4,2445.54,2,4,5,3.8,潜力发展用户
U00069266,敏感肌,44,1,507.0,4,2,3,3.0,潜力发展用户
U00069269,油性/混油,35,6,4234.0,4,5,5,4.7,核心价值用户
U00069270,干性/混干,150,2,588.0,2,3,3,2.7,高价值沉睡用户
U00069271,敏感肌,158,2,488.0,2,3,3,2.7,高价值沉睡用户
U00069272,油性/混油,175,2,1611.0,2,3,5,3.5,潜力发展用户
U00069273,敏感肌,135,4,2061.0,2,4,5,3.8,潜力发展用户
U00069274,敏感肌,19,2,1533.0,5,3,5,4.4,核心价值用户
U00069275,油性/混油,215,1,378.0,1,2,2,1.7,低价值/流失用户
U00069277,中性,166,2,1168.87,2,3,4,3.1,潜力发展用户
U00069278,敏感肌,184,2,715.0,1,3,3,2.4000000000000004,高价值沉睡用户
U00069279,干性/混干,47,2,2071.46,4,3,5,4.1,核心价值用户
U00069280,中性,62,5,5993.360000000001,3,5,5,4.4,核心价值用户
U00069281,中性,94,1,1806.0,2,2,5,3.2,潜力发展用户
U00069282,干性/混干,45,4,1187.0,4,4,4,4.0,核心价值用户
U00069284,敏感肌,137,4,1989.94,2,4,5,3.8,潜力发展用户
U00069285,敏感肌,16,3,2051.0,5,4,5,4.7,核心价值用户
U00069286,干性/混干,182,1,538.0,1,2,3,2.1,高价值沉睡用户
U00069287,中性,105,3,2464.0,2,4,5,3.8,潜力发展用户
U00069288,油性/混油,128,3,1850.01,2,4,5,3.8,潜力发展用户
U00069289,敏感肌,42,2,1579.83,4,3,5,4.1,核心价值用户
U00069290,中性,54,4,2259.0,4,4,5,4.4,核心价值用户
U00069291,中性,45,2,816.0,4,3,4,3.6999999999999997,潜力发展用户
U00069292,中性,122,3,1732.0,2,4,5,3.8,潜力发展用户
U00069293,敏感肌,206,2,1268.0,1,3,4,2.8,高价值沉睡用户
U00069294,干性/混干,103,2,798.0,2,3,3,2.7,高价值沉睡用户
U00069295,油性/混油,17,3,1773.71,5,4,5,4.7,核心价值用户
U00069296,中性,4,3,1689.18,5,4,5,4.7,核心价值用户
U00069297,油性/混油,23,1,198.0,5,2,1,2.5,高价值沉睡用户
U00069298,干性/混干,56,3,1115.0,4,4,4,4.0,核心价值用户
U00069299,干性/混干,3,3,2352.0,5,4,5,4.7,核心价值用户
U00069300,敏感肌,7,4,2129.0,5,4,5,4.7,核心价值用户
U00069301,敏感肌,24,4,4698.0,5,4,5,4.7,核心价值用户
U00069302,中性,285,1,198.0,1,2,1,1.2999999999999998,低价值/流失用户
U00069303,油性/混油,188,3,2976.76,1,4,5,3.5,潜力发展用户
U00069304,油性/混油,134,2,1747.68,2,3,5,3.5,潜力发展用户
U00069305,敏感肌,59,4,2940.0,4,4,5,4.4,核心价值用户
U00069306,干性/混干,289,1,925.7,1,2,4,2.5,高价值沉睡用户
U00069307,油性/混油,105,2,1277.0,2,3,4,3.1,潜力发展用户
U00069308,干性/混干,135,3,933.62,2,4,4,3.4,潜力发展用户
U00069309,敏感肌,102,3,1532.0,2,4,5,3.8,潜力发展用户
U00069310,干性/混干,141,2,537.0,2,3,3,2.7,高价值沉睡用户
U00069311,敏感肌,34,1,639.0,4,2,3,3.0,潜力发展用户
U00069312,中性,41,2,647.0,4,3,3,3.3,潜力发展用户
U00069313,敏感肌,291,1,189.0,1,2,1,1.2999999999999998,低价值/流失用户
U00069314,油性/混油,43,3,2311.77,4,4,5,4.4,核心价值用户
U00069315,敏感肌,19,4,2636.5899999999997,5,4,5,4.7,核心价值用户
U00069316,油性/混油,49,2,1277.0,4,3,4,3.6999999999999997,潜力发展用户
U00069317,敏感肌,87,4,2205.0,3,4,5,4.1,核心价值用户
U00069318,敏感肌,50,2,917.0,4,3,4,3.6999999999999997,潜力发展用户
U00069319,干性/混干,64,2,1485.0,3,3,4,3.4,潜力发展用户
U00069320,中性,22,5,3583.0,5,5,5,5.0,核心价值用户
U00069321,中性,36,4,2662.0,4,4,5,4.4,核心价值用户
U00069322,中性,43,2,418.0,4,3,3,3.3,潜力发展用户
U00069323,干性/混干,150,1,1569.96,2,2,5,3.2,潜力发展用户
U00069324,中性,158,2,2188.4300000000003,2,3,5,3.5,潜力发展用户
U00069325,中性,136,1,2036.0,2,2,5,3.2,潜力发展用户
U00069326,敏感肌,96,1,1477.0,2,2,4,2.8,高价值沉睡用户
U00069327,敏感肌,139,4,2846.98,2,4,5,3.8,潜力发展用户
U00069328,油性/混油,138,5,1878.81,2,5,5,4.1,核心价值用户
U00069329,中性,138,3,727.0,2,4,3,3.0,潜力发展用户
U00069330,敏感肌,40,2,1982.0,4,3,5,4.1,核心价值用户
U00069331,干性/混干,0,1,259.0,5,2,2,2.9000000000000004,高价值沉睡用户
U00069332,敏感肌,304,1,758.0,1,2,3,2.1,高价值沉睡用户
U00069333,油性/混油,344,1,827.0,1,2,4,2.5,高价值沉睡用户
U00069334,油性/混油,128,2,312.28,2,3,2,2.3,高价值沉睡用户
U00069335,油性/混油,128,1,700.0,2,2,3,2.4000000000000004,高价值沉睡用户
U00069336,干性/混干,5,2,1741.3400000000001,5,3,5,4.4,核心价值用户
U00069337,干性/混干,234,1,1695.0,1,2,5,2.9,高价值沉睡用户
U00069338,中性,123,3,1803.0,2,4,5,3.8,潜力发展用户
U00069339,敏感肌,60,1,329.0,4,2,2,2.5999999999999996,高价值沉睡用户
U00069340,干性/混干,40,2,620.28,4,3,3,3.3,潜力发展用户
U00069341,中性,6,5,3634.9700000000003,5,5,5,5.0,核心价值用户
U00069342,中性,294,1,1278.0,1,2,4,2.5,高价值沉睡用户
U00069343,油性/混油,156,1,448.0,2,2,3,2.4000000000000004,高价值沉睡用户
U00069344,敏感肌,8,1,169.14,5,2,1,2.5,高价值沉睡用户
U00069345,中性,22,5,3234.53,5,5,5,5.0,核心价值用户
U00069346,干性/混干,107,3,1989.0,2,4,5,3.8,潜力发展用户
U00069347,油性/混油,136,4,2982.0,2,4,5,3.8,潜力发展用户
U00069348,油性/混油,58,2,3337.0,4,3,5,4.1,核心价值用户
U00069349,油性/混油,307,1,459.0,1,2,3,2.1,高价值沉睡用户
U00069350,敏感肌,127,1,1047.0,2,2,4,2.8,高价值沉睡用户
U00069351,中性,104,2,1846.0,2,3,5,3.5,潜力发展用户
U00069352,中性,46,8,2660.63,4,5,5,4.7,核心价值用户
U00069354,油性/混油,56,1,639.0,4,2,3,3.0,潜力发展用户
U00069355,干性/混干,258,3,2643.0,1,4,5,3.5,潜力发展用户
U00069356,敏感肌,197,2,1114.82,1,3,4,2.8,高价值沉睡用户
U00069357,油性/混油,39,5,3276.83,4,5,5,4.7,核心价值用户
U00069358,干性/混干,38,4,2511.0,4,4,5,4.4,核心价值用户
U00069359,中性,82,2,2506.08,3,3,5,3.8,潜力发展用户
U00069360,干性/混干,283,1,936.0,1,2,4,2.5,高价值沉睡用户
U00069361,油性/混油,47,1,777.0,4,2,3,3.0,潜力发展用户
U00069362,干性/混干,165,2,488.0,2,3,3,2.7,高价值沉睡用户
U00069363,敏感肌,7,2,1377.0,5,3,4,4.0,核心价值用户
U00069364,中性,215,3,3367.0,1,4,5,3.5,潜力发展用户
U00069366,油性/混油,112,4,3222.0,2,4,5,3.8,潜力发展用户
U00069367,敏感肌,9,1,289.0,5,2,2,2.9000000000000004,高价值沉睡用户
U00069368,敏感肌,14,1,1231.1100000000001,5,2,4,3.7,潜力发展用户
U00069369,油性/混油,284,2,1581.07,1,3,5,3.2,潜力发展用户
U00069370,中性,182,2,768.0,1,3,3,2.4000000000000004,高价值沉睡用户
U00069371,敏感肌,327,1,415.9,1,2,3,2.1,高价值沉睡用户
U00069372,油性/混油,49,2,310.09000000000003,4,3,2,2.8999999999999995,高价值沉睡用户
U00069373,敏感肌,50,2,488.0,4,3,3,3.3,潜力发展用户
U00069374,敏感肌,325,1,436.0,1,2,3,2.1,高价值沉睡用户
U00069375,中性,64,3,1236.0,3,4,4,3.6999999999999997,潜力发展用户
U00069376,敏感肌,215,2,1584.4299999999998,1,3,5,3.2,潜力发展用户
U00069378,中性,22,5,3022.0,5,5,5,5.0,核心价值用户
U00069379,敏感肌,15,4,2764.89,5,4,5,4.7,核心价值用户
U00069380,中性,18,1,350.0,5,2,2,2.9000000000000004,高价值沉睡用户
U00069381,敏感肌,14,3,1877.6599999999999,5,4,5,4.7,核心价值用户
U00069382,敏感肌,293,2,975.0,1,3,4,2.8,高价值沉睡用户
U00069383,干性/混干,3,4,3034.45,5,4,5,4.7,核心价值用户
U00069384,敏感肌,122,1,538.0,2,2,3,2.4000000000000004,高价值沉睡用户
U00069385,中性,50,1,159.0,4,2,1,2.1999999999999997,高价值沉睡用户
U00069387,中性,33,2,1159.4,4,3,4,3.6999999999999997,潜力发展用户
U00069388,敏感肌,38,1,548.0,4,2,3,3.0,潜力发展用户
U00069389,敏感肌,16,3,2768.0,5,4,5,4.7,核心价值用户
U00069391,中性,142,3,1547.0,2,4,5,3.8,潜力发展用户
U00069392,干性/混干,13,5,3297.0,5,5,5,5.0,核心价值用户
U00069393,敏感肌,136,2,1647.63,2,3,5,3.5,潜力发展用户
U00069394,油性/混油,66,1,198.0,3,2,1,1.9,低价值/流失用户
U00069395,中性,48,3,3172.44,4,4,5,4.4,核心价值用户
U00069396,敏感肌,33,3,1534.49,4,4,5,4.4,核心价值用户
U00069397,敏感肌,37,2,3118.0,4,3,5,4.1,核心价值用户
U00069398,油性/混油,52,4,1775.0,4,4,5,4.4,核心价值用户
U00069399,干性/混干,129,5,4339.0,2,5,5,4.1,核心价值用户
U00069400,油性/混油,136,2,589.49,2,3,3,2.7,高价值沉睡用户
U00069401,干性/混干,40,1,538.0,4,2,3,3.0,潜力发展用户
U00069402,油性/混油,46,3,4505.0,4,4,5,4.4,核心价值用户
U00069403,中性,128,1,509.98,2,2,3,2.4000000000000004,高价值沉睡用户
U00069404,敏感肌,85,3,1595.0,3,4,5,4.1,核心价值用户
U00069405,干性/混干,104,2,2074.23,2,3,5,3.5,潜力发展用户
U00069406,干性/混干,177,1,2064.0,2,2,5,3.2,潜力发展用户
U00069407,敏感肌,53,2,1328.99,4,3,4,3.6999999999999997,潜力发展用户
U00069408,油性/混油,41,7,6944.83,4,5,5,4.7,核心价值用户
U00069409,油性/混油,8,2,2330.14,5,3,5,4.4,核心价值用户
U00069410,敏感肌,15,4,2701.0,5,4,5,4.7,核心价值用户
U00069411,敏感肌,65,5,3417.0,3,5,5,4.4,核心价值用户
U00069413,干性/混干,63,2,1645.58,3,3,5,3.8,潜力发展用户
U00069414,干性/混干,134,1,159.0,2,2,1,1.6,低价值/流失用户
U00069415,敏感肌,39,4,3293.0,4,4,5,4.4,核心价值用户
U00069416,中性,17,4,2417.15,5,4,5,4.7,核心价值用户
U00069417,油性/混油,3,3,2152.0,5,4,5,4.7,核心价值用户
U00069418,敏感肌,91,4,3475.87,2,4,5,3.8,潜力发展用户
U00069419,干性/混干,54,2,1627.29,4,3,5,4.1,核心价值用户
U00069420,油性/混油,203,2,528.0,1,3,3,2.4000000000000004,高价值沉睡用户
U00069421,油性/混油,43,2,1654.3899999999999,4,3,5,4.1,核心价值用户
U00069423,油性/混油,128,2,1234.0,2,3,4,3.1,潜力发展用户
U00069424,中性,133,1,1335.6,2,2,4,2.8,高价值沉睡用户
U00069425,油性/混油,159,2,866.0,2,3,4,3.1,潜力发展用户
U00069426,油性/混油,118,3,2777.0,2,4,5,3.8,潜力发展用户
U00069427,敏感肌,22,2,428.0,5,3,3,3.6,潜力发展用户
U00069428,干性/混干,49,2,1098.75,4,3,4,3.6999999999999997,潜力发展用户
U00069429,中性,276,1,189.0,1,2,1,1.2999999999999998,低价值/流失用户
U00069430,敏感肌,37,3,1974.0,4,4,5,4.4,核心价值用户
U00069431,油性/混油,219,1,1225.0,1,2,4,2.5,高价值沉睡用户
U00069432,干性/混干,16,1,178.0,5,2,1,2.5,高价值沉睡用户
U00069433,干性/混干,10,5,3423.67,5,5,5,5.0,核心价值用户
U00069435,油性/混油,37,1,734.2,4,2,3,3.0,潜力发展用户
U00069436,中性,26,3,2295.0,5,4,5,4.7,核心价值用户
U00069437,中性,24,4,3365.0,5,4,5,4.7,核心价值用户
U00069438,干性/混干,167,2,2091.54,2,3,5,3.5,潜力发展用户
U00069440,干性/混干,151,3,3497.86,2,4,5,3.8,潜力发展用户
U00069442,干性/混干,237,1,714.0,1,2,3,2.1,高价值沉睡用户
U00069443,干性/混干,51,3,694.63,4,4,3,3.6,潜力发展用户
U00069444,敏感肌,16,5,1665.0,5,5,5,5.0,核心价值用户
U00069445,敏感肌,158,2,1855.0,2,3,5,3.5,潜力发展用户
U00069446,干性/混干,13,4,2502.0,5,4,5,4.7,核心价值用户
U00069447,干性/混干,267,1,342.1,1,2,2,1.7,低价值/流失用户
U00069448,干性/混干,36,3,2446.0,4,4,5,4.4,核心价值用户
U00069449,油性/混油,15,3,1583.9,5,4,5,4.7,核心价值用户
U00069450,敏感肌,292,3,1275.0,1,4,4,3.1,潜力发展用户
U00069451,中性,93,1,518.0,2,2,3,2.4000000000000004,高价值沉睡用户
U00069452,油性/混油,292,1,350.0,1,2,2,1.7,低价值/流失用户
U00069453,油性/混油,49,6,2448.0,4,5,5,4.7,核心价值用户
U00069454,油性/混油,293,1,631.02,1,2,3,2.1,高价值沉睡用户
U00069455,敏感肌,41,5,2711.0,4,5,5,4.7,核心价值用户
U00069456,干性/混干,61,3,1843.0,3,4,5,4.1,核心价值用户
U00069457,敏感肌,86,2,2603.57,3,3,5,3.8,潜力发展用户
U00069458,敏感肌,131,4,1226.48,2,4,4,3.4,潜力发展用户
U00069459,干性/混干,24,3,3277.17,5,4,5,4.7,核心价值用户
U00069461,敏感肌,43,1,329.0,4,2,2,2.5999999999999996,高价值沉睡用户
U00069462,油性/混油,6,3,1854.0,5,4,5,4.7,核心价值用户
U00069463,中性,134,3,1319.41,2,4,4,3.4,潜力发展用户
U00069464,敏感肌,139,1,159.0,2,2,1,1.6,低价值/流失用户
U00069465,敏感肌,66,3,2681.0,3,4,5,4.1,核心价值用户
U00069466,干性/混干,223,2,2931.4,1,3,5,3.2,潜力发展用户
U00069467,油性/混油,40,3,1352.16,4,4,4,4.0,核心价值用户
U00069468,油性/混油,159,2,1666.0,2,3,5,3.5,潜力发展用户
U00069470,敏感肌,9,6,3448.0,5,5,5,5.0,核心价值用户
U00069471,油性/混油,309,1,1347.0,1,2,4,2.5,高价值沉睡用户
U00069472,油性/混油,22,2,647.0,5,3,3,3.6,潜力发展用户
U00069473,中性,28,5,4693.0,5,5,5,5.0,核心价值用户
U00069475,敏感肌,263,1,907.0,1,2,4,2.5,高价值沉睡用户
U00069476,干性/混干,140,3,1465.0,2,4,4,3.4,潜力发展用户
U00069478,中性,6,4,2378.76,5,4,5,4.7,核心价值用户
U00069479,中性,191,2,1446.0,1,3,4,2.8,高价值沉睡用户
U00069480,中性,55,5,4446.0,4,5,5,4.7,核心价值用户
U00069481,干性/混干,51,3,2003.0,4,4,5,4.4,核心价值用户
U00069482,干性/混干,363,1,427.0,1,2,3,2.1,高价值沉睡用户
U00069483,中性,10,3,2716.4,5,4,5,4.7,核心价值用户
U00069484,敏感肌,137,2,1762.0,2,3,5,3.5,潜力发展用户
U00069485,敏感肌,36,6,5130.44,4,5,5,4.7,核心价值用户
U00069486,中性,76,3,1585.0,3,4,5,4.1,核心价值用户
U00069487,敏感肌,245,1,159.0,1,2,1,1.2999999999999998,低价值/流失用户
U00069488,敏感肌,51,2,679.0,4,3,3,3.3,潜力发展用户
U00069489,中性,107,2,1852.0,2,3,5,3.5,潜力发展用户
U00069490,敏感肌,59,4,2827.0,4,4,5,4.4,核心价值用户
U00069491,敏感肌,81,2,556.0,3,3,3,3.0,潜力发展用户
U00069492,干性/混干,50,1,350.0,4,2,2,2.5999999999999996,高价值沉睡用户
U00069493,油性/混油,169,1,269.0,2,2,2,2.0,高价值沉睡用户
U00069494,油性/混油,100,2,1914.0,2,3,5,3.5,潜力发展用户
U00069495,油性/混油,2,3,1638.46,5,4,5,4.7,核心价值用户
U00069496,敏感肌,235,1,267.0,1,2,2,1.7,低价值/流失用户
U00069497,油性/混油,11,2,1296.0,5,3,4,4.0,核心价值用户
U00069498,敏感肌,145,1,159.0,2,2,1,1.6,低价值/流失用户
U00069500,中性,137,1,398.0,2,2,2,2.0,高价值沉睡用户
U00069501,敏感肌,53,3,1315.0,4,4,4,4.0,核心价值用户
U00069502,干性/混干,112,2,1447.0,2,3,4,3.1,潜力发展用户
U00069503,敏感肌,265,1,178.0,1,2,1,1.2999999999999998,低价值/流失用户
U00069504,敏感肌,288,1,269.0,1,2,2,1.7,低价值/流失用户
U00069505,敏感肌,36,1,248.0,4,2,2,2.5999999999999996,高价值沉睡用户
U00069506,油性/混油,36,3,1681.0,4,4,5,4.4,核心价值用户
U00069507,油性/混油,60,2,825.0,4,3,4,3.6999999999999997,潜力发展用户
U00069508,油性/混油,136,2,1345.0,2,3,4,3.1,潜力发展用户
U00069509,油性/混油,46,5,3625.0,4,5,5,4.7,核心价值用户
U00069510,敏感肌,136,3,2160.0,2,4,5,3.8,潜力发展用户
U00069511,干性/混干,10,5,3663.0,5,5,5,5.0,核心价值用户
U00069512,干性/混干,136,3,3807.0,2,4,5,3.8,潜力发展用户
U00069513,油性/混油,55,2,1575.92,4,3,5,4.1,核心价值用户
U00069514,敏感肌,338,2,1424.78,1,3,4,2.8,高价值沉睡用户
U00069515,敏感肌,139,4,3861.99,2,4,5,3.8,潜力发展用户
U00069517,油性/混油,44,3,1731.0,4,4,5,4.4,核心价值用户
U00069518,敏感肌,328,1,438.74,1,2,3,2.1,高价值沉睡用户
U00069519,干性/混干,56,4,3171.17,4,4,5,4.4,核心价值用户
U00069520,油性/混油,55,2,1598.96,4,3,5,4.1,核心价值用户
U00069521,干性/混干,57,2,1772.57,4,3,5,4.1,核心价值用户
U00069522,中性,290,1,378.0,1,2,2,1.7,低价值/流失用户
U00069523,敏感肌,53,1,694.81,4,2,3,3.0,潜力发展用户
U00069524,中性,219,1,268.0,1,2,2,1.7,低价值/流失用户
U00069526,干性/混干,2,2,1497.88,5,3,4,4.0,核心价值用户
U00069527,敏感肌,45,2,467.0,4,3,3,3.3,潜力发展用户
U00069528,敏感肌,286,1,318.0,1,2,2,1.7,低价值/流失用户
U00069529,中性,50,5,2657.52,4,5,5,4.7,核心价值用户
U00069530,油性/混油,50,4,1436.35,4,4,4,4.0,核心价值用户
U00069531,敏感肌,228,3,1138.0,1,4,4,3.1,潜力发展用户
U00069533,敏感肌,15,2,1221.0,5,3,4,4.0,核心价值用户
U00069535,敏感肌,22,5,2039.0,5,5,5,5.0,核心价值用户
U00069536,干性/混干,46,1,350.0,4,2,2,2.5999999999999996,高价值沉睡用户
U00069537,干性/混干,8,2,1004.0,5,3,4,4.0,核心价值用户
U00069539,敏感肌,128,1,918.0,2,2,4,2.8,高价值沉睡用户
U00069540,敏感肌,71,3,826.0,3,4,4,3.6999999999999997,潜力发展用户
U00069541,中性,67,1,159.0,3,2,1,1.9,低价值/流失用户
U00069542,干性/混干,203,2,1300.0,1,3,4,2.8,高价值沉睡用户
U00069543,中性,54,2,1413.0,4,3,4,3.6999999999999997,潜力发展用户
U00069544,油性/混油,51,4,4449.0,4,4,5,4.4,核心价值用户
U00069545,干性/混干,18,3,1317.04,5,4,4,4.300000000000001,核心价值用户
U00069547,中性,91,3,2027.87,2,4,5,3.8,潜力发展用户
U00069548,干性/混干,106,3,1677.15,2,4,5,3.8,潜力发展用户
U00069549,干性/混干,185,2,2731.0,1,3,5,3.2,潜力发展用户
U00069551,油性/混油,176,3,2623.4700000000003,2,4,5,3.8,潜力发展用户
U00069552,油性/混油,20,1,329.0,5,2,2,2.9000000000000004,高价值沉睡用户
U00069554,油性/混油,164,1,159.0,2,2,1,1.6,低价值/流失用户
U00069555,干性/混干,0,4,2493.34,5,4,5,4.7,核心价值用户
U00069556,中性,135,3,2764.23,2,4,5,3.8,潜力发展用户
U00069557,敏感肌,277,1,459.0,1,2,3,2.1,高价值沉睡用户
U00069558,油性/混油,2,3,3561.0,5,4,5,4.7,核心价值用户
U00069559,中性,28,4,1882.0,5,4,5,4.7,核心价值用户
U00069560,敏感肌,136,5,3407.0,2,5,5,4.1,核心价值用户
U00069561,油性/混油,276,1,179.77,1,2,1,1.2999999999999998,低价值/流失用户
U00069562,干性/混干,35,4,1218.47,4,4,4,4.0,核心价值用户
U00069563,干性/混干,16,2,756.0,5,3,3,3.6,潜力发展用户
U00069564,干性/混干,26,2,627.0,5,3,3,3.6,潜力发展用户
U00069565,敏感肌,89,4,2912.0,3,4,5,4.1,核心价值用户
U00069567,油性/混油,117,3,1360.0,2,4,4,3.4,潜力发展用户
U00069569,油性/混油,34,2,1557.02,4,3,5,4.1,核心价值用户
U00069570,中性,40,4,3209.0,4,4,5,4.4,核心价值用户
U00069571,油性/混油,144,2,975.0,2,3,4,3.1,潜力发展用户
U00069572,油性/混油,140,3,1992.96,2,4,5,3.8,潜力发展用户
U00069573,油性/混油,5,5,6001.0199999999995,5,5,5,5.0,核心价值用户
U00069574,敏感肌,2,4,3055.11,5,4,5,4.7,核心价值用户
U00069575,敏感肌,158,1,738.0,2,2,3,2.4000000000000004,高价值沉睡用户
U00069576,中性,3,4,4155.78,5,4,5,4.7,核心价值用户
U00069577,干性/混干,140,3,1636.25,2,4,5,3.8,潜力发展用户
U00069578,中性,50,2,1016.9499999999999,4,3,4,3.6999999999999997,潜力发展用户
U00069579,中性,50,2,1054.27,4,3,4,3.6999999999999997,潜力发展用户
U00069581,干性/混干,110,2,2016.28,2,3,5,3.5,潜力发展用户
U00069582,敏感肌,141,2,2026.21,2,3,5,3.5,潜力发展用户
U00069583,油性/混油,42,4,2962.0,4,4,5,4.4,核心价值用户
U00069584,中性,126,5,3937.0,2,5,5,4.1,核心价值用户
U00069585,油性/混油,117,2,1240.12,2,3,4,3.1,潜力发展用户
U00069586,敏感肌,79,1,159.0,3,2,1,1.9,低价值/流失用户
U00069587,敏感肌,287,2,1535.6799999999998,1,3,5,3.2,潜力发展用户
U00069589,敏感肌,41,2,1568.74,4,3,5,4.1,核心价值用户
U00069590,干性/混干,43,3,2171.0,4,4,5,4.4,核心价值用户
U00069591,敏感肌,38,1,448.0,4,2,3,3.0,潜力发展用户
U00069592,干性/混干,9,4,2758.72,5,4,5,4.7,核心价值用户
U00069593,干性/混干,8,2,929.22,5,3,4,4.0,核心价值用户
U00069594,干性/混干,94,4,1863.0,2,4,5,3.8,潜力发展用户
U00069595,油性/混油,29,5,2334.0,5,5,5,5.0,核心价值用户
U00069596,敏感肌,134,3,1774.0,2,4,5,3.8,潜力发展用户
U00069597,干性/混干,120,2,2370.0,2,3,5,3.5,潜力发展用户
U00069598,敏感肌,3,3,783.39,5,4,3,3.9000000000000004,潜力发展用户
U00069599,油性/混油,76,1,289.0,3,2,2,2.3,高价值沉睡用户
U00069600,干性/混干,65,1,954.3,3,2,4,3.1,潜力发展用户
U00069601,油性/混油,140,4,2827.0099999999998,2,4,5,3.8,潜力发展用户
U00069602,敏感肌,142,2,1663.52,2,3,5,3.5,潜力发展用户
U00069603,干性/混干,25,4,1960.33,5,4,5,4.7,核心价值用户
U00069604,敏感肌,27,4,2823.0,5,4,5,4.7,核心价值用户
U00069605,油性/混油,142,1,588.1800000000001,2,2,3,2.4000000000000004,高价值沉睡用户
U00069606,油性/混油,38,1,788.0,4,2,3,3.0,潜力发展用户
U00069607,油性/混油,205,1,718.0,1,2,3,2.1,高价值沉睡用户
U00069608,干性/混干,63,3,1654.0,3,4,5,4.1,核心价值用户
U00069609,敏感肌,41,3,1455.0,4,4,4,4.0,核心价值用户
U00069610,干性/混干,42,4,4025.0,4,4,5,4.4,核心价值用户
U00069611,敏感肌,130,3,2338.84,2,4,5,3.8,潜力发展用户
U00069612,油性/混油,10,4,2217.19,5,4,5,4.7,核心价值用户
U00069613,敏感肌,141,4,2824.0,2,4,5,3.8,潜力发展用户
U00069614,敏感肌,19,3,667.0,5,4,3,3.9000000000000004,潜力发展用户
U00069615,干性/混干,37,4,2763.86,4,4,5,4.4,核心价值用户
U00069616,干性/混干,15,1,189.0,5,2,1,2.5,高价值沉睡用户
U00069618,油性/混油,67,1,247.06,3,2,2,2.3,高价值沉睡用户
U00069619,干性/混干,135,2,674.0,2,3,3,2.7,高价值沉睡用户
U00069620,中性,17,4,2774.05,5,4,5,4.7,核心价值用户
U00069621,干性/混干,141,3,1480.92,2,4,4,3.4,潜力发展用户
U00069622,油性/混油,132,2,886.0,2,3,4,3.1,潜力发展用户
U00069623,油性/混油,89,3,2441.0,3,4,5,4.1,核心价值用户
U00069624,敏感肌,102,3,1441.47,2,4,4,3.4,潜力发展用户
U00069625,干性/混干,50,4,1508.42,4,4,5,4.4,核心价值用户
U00069626,油性/混油,45,4,1847.0,4,4,5,4.4,核心价值用户
U00069627,干性/混干,4,4,1806.04,5,4,5,4.7,核心价值用户
U00069628,干性/混干,5,3,1265.58,5,4,4,4.300000000000001,核心价值用户
U00069629,中性,133,1,1884.6599999999999,2,2,5,3.2,潜力发展用户
U00069630,油性/混油,153,1,159.0,2,2,1,1.6,低价值/流失用户
U00069631,敏感肌,98,1,1806.0,2,2,5,3.2,潜力发展用户
U00069632,敏感肌,4,4,1555.48,5,4,5,4.7,核心价值用户
U00069633,中性,39,4,1599.82,4,4,5,4.4,核心价值用户
U00069634,干性/混干,18,3,446.0,5,4,3,3.9000000000000004,潜力发展用户
U00069635,敏感肌,334,1,758.0,1,2,3,2.1,高价值沉睡用户
U00069636,敏感肌,132,4,3467.98,2,4,5,3.8,潜力发展用户
U00069637,敏感肌,50,4,3269.0,4,4,5,4.4,核心价值用户
U00069638,干性/混干,18,2,1354.0,5,3,4,4.0,核心价值用户
U00069640,干性/混干,53,6,3927.0,4,5,5,4.7,核心价值用户
U00069641,敏感肌,51,1,403.14,4,2,3,3.0,潜力发展用户
U00069642,油性/混油,255,1,807.0,1,2,4,2.5,高价值沉睡用户
U00069643,干性/混干,49,3,3025.0,4,4,5,4.4,核心价值用户
U00069644,干性/混干,136,2,2301.0,2,3,5,3.5,潜力发展用户
U00069645,油性/混油,0,4,4126.13,5,4,5,4.7,核心价值用户
U00069646,中性,21,5,2579.0,5,5,5,5.0,核心价值用户
U00069647,中性,22,2,1115.0,5,3,4,4.0,核心价值用户
U00069648,干性/混干,2,4,1674.0,5,4,5,4.7,核心价值用户
U00069649,敏感肌,7,2,1014.0,5,3,4,4.0,核心价值用户
U00069650,敏感肌,48,3,3232.0,4,4,5,4.4,核心价值用户
U00069651,敏感肌,107,1,987.0,2,2,4,2.8,高价值沉睡用户
U00069652,干性/混干,12,4,2341.0,5,4,5,4.7,核心价值用户
U00069653,油性/混油,131,1,440.34,2,2,3,2.4000000000000004,高价值沉睡用户
U00069654,敏感肌,107,2,1807.98,2,3,5,3.5,潜力发展用户
