用户ID,R评分,F评分,M评分,抗衰,修护,抗氧化,清爽,抗皱,保湿,cluster,cluster_name
U00071557,2,5,5,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00071562,3,3,5,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00071563,5,2,4,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00071578,1,2,3,0,0,1,1,0,0,6,低价值_抗氧化+清爽_低活跃低频中消费
U00071581,1,2,4,1,1,0,0,1,1,2,中价值_修护+保湿_中活跃中频高消费
U00071588,5,4,3,1,0,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00071592,5,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00071594,5,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00071597,2,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00071611,1,2,3,0,0,1,1,0,0,6,低价值_抗氧化+清爽_低活跃低频中消费
U00071616,4,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00071640,5,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00071660,4,3,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00071662,1,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00071663,3,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00071686,2,2,1,1,0,0,0,1,0,7,低价值_抗衰+抗皱_低活跃低频中消费
U00071688,2,3,4,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00071698,3,3,3,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00071699,5,3,5,0,0,1,1,0,0,6,低价值_抗氧化+清爽_低活跃低频中消费
U00071701,1,2,3,1,1,0,0,1,1,2,中价值_修护+保湿_中活跃中频高消费
U00071722,5,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00071726,5,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00071733,4,3,4,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00071750,4,4,5,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00071769,2,2,3,0,0,1,1,0,0,6,低价值_抗氧化+清爽_低活跃低频中消费
U00071779,2,3,4,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00071790,1,2,4,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00071805,1,2,2,0,1,0,0,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00071809,5,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00071816,2,3,4,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00071840,1,2,1,0,0,1,1,0,0,6,低价值_抗氧化+清爽_低活跃低频中消费
U00071849,4,4,3,1,0,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00071857,5,2,3,0,0,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00071858,2,5,5,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00071863,5,4,5,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00071882,2,4,5,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00071924,4,3,5,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00071926,2,3,4,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00071935,5,4,4,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00071940,2,2,1,0,1,0,0,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00071941,5,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00071943,4,2,2,0,0,0,1,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00071953,3,3,4,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00071961,4,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00071964,2,2,4,0,0,1,1,0,0,6,低价值_抗氧化+清爽_低活跃低频中消费
U00071969,5,4,5,1,1,0,0,1,1,2,中价值_修护+保湿_中活跃中频高消费
U00071971,5,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00071974,3,3,3,1,0,0,0,1,0,7,低价值_抗衰+抗皱_低活跃低频中消费
U00071985,2,3,3,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00071986,5,3,4,1,0,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00072002,2,2,4,1,0,0,0,1,0,7,低价值_抗衰+抗皱_低活跃低频中消费
U00072008,3,4,5,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00072039,2,4,4,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00072048,1,2,2,1,0,0,0,1,0,7,低价值_抗衰+抗皱_低活跃低频中消费
U00072061,5,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00072062,2,3,4,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00072065,5,4,5,1,1,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00072066,2,5,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00072080,5,3,5,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00072089,2,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00072110,1,2,3,0,0,1,1,0,0,6,低价值_抗氧化+清爽_低活跃低频中消费
U00072113,1,2,3,0,1,0,0,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00072115,4,3,4,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00072136,2,3,5,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00072146,1,2,3,1,0,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00072156,4,3,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00072170,4,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00072178,5,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00072186,1,2,4,1,0,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00072190,3,2,4,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00072198,4,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00072200,2,3,5,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00072205,1,2,1,0,0,1,1,0,0,6,低价值_抗氧化+清爽_低活跃低频中消费
U00072227,2,2,3,1,1,0,0,1,1,2,中价值_修护+保湿_中活跃中频高消费
U00072228,5,3,5,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00072253,5,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00072257,2,3,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00072267,2,3,3,1,0,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00072283,1,2,1,0,0,0,1,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00072287,2,4,5,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00072300,4,2,5,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00072307,1,4,5,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00072309,3,3,3,1,0,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00072328,5,4,4,1,1,0,0,1,1,2,中价值_修护+保湿_中活跃中频高消费
U00072347,2,5,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00072358,4,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00072363,3,4,5,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00072376,5,4,5,1,1,0,0,1,1,2,中价值_修护+保湿_中活跃中频高消费
U00072379,1,2,2,1,0,0,0,1,0,7,低价值_抗衰+抗皱_低活跃低频中消费
U00072391,2,2,5,0,0,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00072401,5,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00072412,2,5,5,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00072417,4,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00072419,1,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00072435,5,4,5,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00072452,2,4,4,1,1,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00072465,4,3,4,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00072501,2,4,4,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00072507,5,2,2,1,0,0,0,1,0,7,低价值_抗衰+抗皱_低活跃低频中消费
U00072510,5,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00072524,1,4,4,1,1,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00072528,2,3,3,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00072535,1,2,1,0,0,0,1,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00072548,1,2,3,1,0,0,0,1,0,7,低价值_抗衰+抗皱_低活跃低频中消费
U00072563,2,4,4,1,0,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00072582,1,2,4,0,0,1,1,0,0,6,低价值_抗氧化+清爽_低活跃低频中消费
U00072592,4,4,5,1,1,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00072600,3,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00072630,4,3,4,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00072633,1,2,1,0,0,0,1,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00072646,2,3,5,1,1,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00072671,5,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00072688,3,3,5,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00072706,5,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00072711,2,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00072744,4,4,4,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00072761,1,2,3,0,0,1,1,0,0,6,低价值_抗氧化+清爽_低活跃低频中消费
U00072776,1,2,4,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00072777,4,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00072782,2,3,4,1,0,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00072785,2,2,2,1,0,0,0,1,0,7,低价值_抗衰+抗皱_低活跃低频中消费
U00072787,1,3,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00072792,3,2,5,1,0,0,0,1,0,7,低价值_抗衰+抗皱_低活跃低频中消费
U00072796,5,2,3,0,0,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00072801,5,3,4,1,1,0,0,1,1,2,中价值_修护+保湿_中活跃中频高消费
U00072812,2,2,3,0,1,0,0,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00072816,2,3,5,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00072818,1,2,3,1,1,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00072823,5,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00072828,2,3,5,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00072831,2,4,5,1,0,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00072840,4,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00072853,5,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00072887,5,4,5,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00072898,4,4,5,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00072900,5,4,5,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00072902,3,3,5,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00072911,2,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00072913,2,4,5,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00072922,5,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00072946,4,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00072950,2,5,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00072951,3,3,5,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00072956,1,2,5,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00072971,1,3,5,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00072976,3,3,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00072982,1,2,1,0,0,0,1,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00072983,1,2,2,1,0,0,0,1,0,7,低价值_抗衰+抗皱_低活跃低频中消费
U00073010,1,2,2,0,1,0,1,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00073016,2,3,5,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00073023,5,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00073045,2,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00073057,2,4,4,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00073067,2,3,4,1,0,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00073081,2,4,4,1,0,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00073101,1,2,3,1,0,0,0,1,0,7,低价值_抗衰+抗皱_低活跃低频中消费
U00073117,1,2,1,0,0,1,1,0,0,6,低价值_抗氧化+清爽_低活跃低频中消费
U00073121,1,2,3,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00073126,3,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00073145,5,5,5,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00073147,2,2,4,1,0,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00073153,2,3,5,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00073165,5,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00073171,2,3,4,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00073180,4,2,4,1,1,0,0,1,1,2,中价值_修护+保湿_中活跃中频高消费
U00073188,5,5,5,1,1,0,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00073196,5,2,3,1,0,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00073199,2,4,5,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00073204,5,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00073214,5,2,4,1,0,0,0,1,0,7,低价值_抗衰+抗皱_低活跃低频中消费
U00073222,2,4,4,1,1,0,0,1,1,2,中价值_修护+保湿_中活跃中频高消费
U00073223,2,4,5,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00073233,5,3,5,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00073237,4,3,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00073240,5,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00073249,2,4,5,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00073250,4,4,5,1,1,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00073254,5,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00073255,2,2,1,1,0,0,0,1,0,7,低价值_抗衰+抗皱_低活跃低频中消费
U00073265,4,4,5,1,1,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00073268,2,4,5,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00073277,2,3,5,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00073287,2,2,1,0,1,0,0,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00073293,1,2,4,1,0,0,0,1,0,7,低价值_抗衰+抗皱_低活跃低频中消费
U00073295,2,3,5,1,1,0,0,1,1,2,中价值_修护+保湿_中活跃中频高消费
U00073307,5,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00073315,3,3,4,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00073323,4,4,4,1,1,0,0,1,1,2,中价值_修护+保湿_中活跃中频高消费
U00073327,1,2,4,1,0,0,0,1,0,7,低价值_抗衰+抗皱_低活跃低频中消费
U00073328,1,2,1,0,0,1,1,0,0,6,低价值_抗氧化+清爽_低活跃低频中消费
U00073352,5,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00073353,2,3,5,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00073357,5,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00073362,2,5,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00073390,1,3,3,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00073396,1,2,3,0,0,1,1,0,0,6,低价值_抗氧化+清爽_低活跃低频中消费
U00073398,3,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00073408,5,3,4,1,1,0,0,1,1,2,中价值_修护+保湿_中活跃中频高消费
U00073414,2,5,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00073425,5,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00073433,3,3,4,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00073436,5,5,5,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00073455,2,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00073461,1,3,4,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00073462,4,5,5,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00073468,4,3,5,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00073469,5,4,5,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00073476,5,3,4,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00073480,5,3,5,0,0,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00073493,1,2,3,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00073497,4,4,5,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00073498,2,3,5,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00073528,5,5,5,1,1,0,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00073563,2,3,5,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00073651,2,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00073654,2,2,1,0,0,0,1,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00073659,2,3,3,1,0,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00073660,5,3,4,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00073665,1,2,5,1,1,0,0,1,1,2,中价值_修护+保湿_中活跃中频高消费
U00073691,1,2,3,0,0,1,1,0,0,6,低价值_抗氧化+清爽_低活跃低频中消费
U00073713,2,3,5,0,0,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00073715,3,4,4,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00073716,5,5,5,1,1,0,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00073720,4,5,5,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00073723,4,3,4,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00073731,5,4,5,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00073749,5,3,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00073766,5,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00073770,5,5,5,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00073778,4,4,5,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00073785,2,4,5,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00073790,2,5,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00073797,2,5,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00073801,5,3,4,0,1,0,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00073812,2,2,3,1,1,0,0,1,1,2,中价值_修护+保湿_中活跃中频高消费
U00073822,2,3,5,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00073833,5,3,5,0,0,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00073839,3,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00073863,2,2,1,0,0,0,1,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00073883,2,4,5,1,1,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00073884,2,3,3,0,0,0,1,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00073885,2,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00073901,5,3,4,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00073922,1,2,3,0,0,1,1,0,0,6,低价值_抗氧化+清爽_低活跃低频中消费
U00073934,2,4,5,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00073941,2,3,4,1,0,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00073942,1,2,3,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00073951,1,3,3,1,0,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00073957,2,3,3,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00073975,2,5,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00073985,5,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00073989,2,2,2,0,0,0,1,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00073991,2,2,5,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00073994,2,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00073995,4,2,1,1,0,0,0,1,0,7,低价值_抗衰+抗皱_低活跃低频中消费
U00073997,2,2,2,1,0,0,0,1,0,7,低价值_抗衰+抗皱_低活跃低频中消费
U00074009,3,3,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00074013,1,3,4,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00074014,4,3,4,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00074046,1,2,4,0,0,1,1,0,0,6,低价值_抗氧化+清爽_低活跃低频中消费
U00074048,1,3,5,1,1,0,0,1,1,2,中价值_修护+保湿_中活跃中频高消费
U00074068,4,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00074070,4,4,4,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00074073,5,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00074083,4,3,4,1,0,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00074087,4,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00074091,5,4,5,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00074097,1,3,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00074118,5,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00074141,2,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00074148,2,4,4,1,1,0,0,1,1,2,中价值_修护+保湿_中活跃中频高消费
U00074168,4,3,3,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00074172,2,5,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00074174,2,4,5,1,1,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00074178,4,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00074184,1,4,4,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00074185,2,3,4,1,1,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00074190,4,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00074195,5,4,4,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00074202,5,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00074233,5,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00074243,2,2,3,0,0,1,1,0,1,6,低价值_抗氧化+清爽_低活跃低频中消费
U00074245,2,3,4,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00074274,4,4,5,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00074293,1,3,4,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00074303,5,3,4,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00074307,5,4,4,1,1,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00074309,2,3,3,1,1,0,0,1,1,2,中价值_修护+保湿_中活跃中频高消费
U00074333,5,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00074338,1,2,4,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00074343,5,3,3,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
