用户ID,年龄,历史购买次数,是否会员,ITE,客户类型
U00008062,33,2.0,1,0.07698736761084907,自然转化型
U00052784,43,2.0,0,0.10148717096493862,自然转化型
U00092900,33,2.0,1,0.08240071770572024,自然转化型
U00026984,30,0.0,1,0.056191894726643266,自然转化型
U00051374,27,1.0,0,0.079298857265557,自然转化型
U00067102,38,1.0,0,0.06987084843609076,自然转化型
U00039898,39,4.0,0,0.0844376922083227,自然转化型
U00003196,18,3.0,0,0.0479155418506112,自然转化型
U00027103,28,6.0,1,0.13532671791359907,敏感型
U00015101,43,0.0,0,0.055918833909942484,自然转化型
U00007487,41,1.0,1,0.05318123287673965,自然转化型
U00004864,21,6.0,0,0.1553963108132722,敏感型
U00042623,46,4.0,0,0.12702663153279287,敏感型
U00036078,44,4.0,1,0.12974839353644035,敏感型
U00030917,25,0.0,0,0.06947792404859282,自然转化型
U00046523,39,1.0,1,0.06945324280783732,自然转化型
U00010617,34,8.0,0,0.10945493265619077,敏感型
U00004812,18,3.0,0,0.06538947264375544,自然转化型
U00041660,37,7.0,0,0.07495056602340122,自然转化型
U00007926,36,1.0,1,0.07194572519478504,自然转化型
U00039703,19,0.0,0,0.03624783643478119,自然转化型
U00078526,33,3.0,1,0.1302777165467665,敏感型
U00040635,25,0.0,0,0.06817004955943992,自然转化型
U00005040,35,3.0,1,0.11965168080713012,敏感型
U00098492,50,6.0,0,0.14796012514978307,敏感型
U00001390,25,0.0,1,0.06690567828759941,自然转化型
U00005849,24,1.0,1,0.06991444489733126,自然转化型
U00074412,32,3.0,1,0.1253477049634572,敏感型
U00016769,27,1.0,1,0.08820688167029256,自然转化型
U00001389,32,1.0,0,0.08981371218612416,自然转化型
U00001752,37,1.0,0,0.0811475984049588,自然转化型
U00079631,42,0.0,0,0.04400212445737939,自然转化型
U00045834,27,1.0,1,0.0818895708572013,自然转化型
U00057235,27,3.0,1,0.08340262988031116,自然转化型
U00028784,36,6.0,0,0.11334405906203554,敏感型
U00078303,35,1.0,1,0.09757363472365355,自然转化型
U00025831,18,1.0,0,0.05341123659159455,自然转化型
U00064931,35,5.0,0,0.1269520226950422,敏感型
U00087752,22,1.0,1,0.08192232891688395,自然转化型
U00099094,21,1.0,0,0.06410020037332992,自然转化型
U00043524,18,3.0,0,0.07194493661067713,自然转化型
U00075033,25,1.0,0,0.07254806704066119,自然转化型
U00011414,33,4.0,1,0.10386504363380483,敏感型
U00055286,28,1.0,0,0.09246781529190568,自然转化型
U00024665,33,0.0,1,0.06066735046857519,自然转化型
U00022006,27,4.0,1,0.14759086771385876,敏感型
U00099728,33,2.0,1,0.0800368837362401,自然转化型
U00018321,33,4.0,1,0.1182662360736606,敏感型
U00038863,31,7.0,1,0.15233882459702186,敏感型
U00044612,41,4.0,0,0.08939141485855612,自然转化型
U00034845,35,3.0,0,0.12143312827123914,敏感型
U00016599,31,5.0,0,0.1275208599439942,敏感型
U00095673,31,1.0,0,0.07214465837469225,自然转化型
U00030512,54,1.0,0,0.1030363370190032,敏感型
U00008689,48,4.0,0,0.10526482946956872,敏感型
U00068808,34,5.0,0,0.12324831182294865,敏感型
U00038891,37,1.0,1,0.08054258546619339,自然转化型
U00041942,35,2.0,1,0.07821084182292903,自然转化型
U00097617,31,0.0,0,0.05636101693540452,自然转化型
U00063528,33,5.0,1,0.14382703467704722,敏感型
U00080177,35,4.0,0,0.15062879713956961,敏感型
U00094637,29,3.0,1,0.11915879849758876,敏感型
U00055252,20,4.0,1,0.06971849780998085,自然转化型
U00005082,33,0.0,0,0.057219227489853,自然转化型
U00086976,26,0.0,1,0.05554792262227942,自然转化型
U00083793,29,4.0,1,0.13592913064793277,敏感型
U00035071,38,6.0,1,0.10181306275496715,自然转化型
U00041352,40,8.0,0,0.11954328280767756,敏感型
U00033734,33,2.0,1,0.07560700667710468,自然转化型
U00024650,22,4.0,0,0.1498231345768532,敏感型
U00092497,32,5.0,0,0.12278301568803551,敏感型
U00082690,22,3.0,0,0.12187068548363145,敏感型
U00065407,24,5.0,0,0.13518656861709472,敏感型
U00044051,18,3.0,0,0.0921580874544291,自然转化型
U00062362,21,1.0,0,0.06267417954988097,自然转化型
U00061929,23,2.0,0,0.05994559095134597,自然转化型
U00076087,18,2.0,0,0.05690476078253803,自然转化型
U00051511,23,9.0,0,0.06324731674279627,自然转化型
U00027633,36,0.0,1,0.0665302964621301,自然转化型
U00055169,32,3.0,1,0.11312187833773146,敏感型
U00066779,38,1.0,0,0.0644389790766155,自然转化型
U00058370,36,1.0,0,0.07063576846330114,自然转化型
U00099955,34,3.0,0,0.070702755878579,自然转化型
U00009213,41,3.0,0,0.09355180283696657,自然转化型
U00037505,34,5.0,0,0.12217238382897805,敏感型
U00080639,46,0.0,1,0.04566184507035312,自然转化型
U00091970,30,3.0,0,0.08080969287402073,自然转化型
U00011497,28,3.0,1,0.09444818024533919,自然转化型
U00052423,18,3.0,0,0.09699999767507772,自然转化型
U00065655,32,0.0,0,0.07074035909938622,自然转化型
U00071828,29,5.0,0,0.14585034894554388,敏感型
U00014682,36,1.0,0,0.07647769173401966,自然转化型
U00022973,32,0.0,1,0.05007494721104122,自然转化型
U00001258,35,7.0,1,0.09398909960692303,自然转化型
U00004908,22,1.0,0,0.053524564576453326,自然转化型
U00008249,59,1.0,1,0.1692423156243202,敏感型
U00049535,32,5.0,1,0.10979567149905695,敏感型
U00039806,37,3.0,0,0.08699878366568975,自然转化型
U00074415,32,0.0,1,0.06648733610848653,自然转化型
U00016625,38,1.0,1,0.06224587127688144,自然转化型
U00070269,24,2.0,1,0.06391392268530385,自然转化型
U00037607,46,3.0,0,0.1456720520872013,敏感型
U00019752,30,2.0,0,0.07867333335564403,自然转化型
U00026976,18,1.0,0,0.05704165833296698,自然转化型
U00076074,26,0.0,0,0.05239044110326266,自然转化型
U00077752,40,3.0,0,0.12126401778847024,敏感型
U00083077,24,1.0,1,0.08110974094060583,自然转化型
U00024013,34,6.0,1,0.08862640983886538,自然转化型
U00006051,43,2.0,1,0.05009886889979523,自然转化型
U00012260,37,0.0,0,0.054937281300614316,自然转化型
U00006330,32,5.0,0,0.14805166844180673,敏感型
U00072324,32,3.0,0,0.13205436624547984,敏感型
U00095397,41,2.0,1,0.05844302857463937,自然转化型
U00071222,48,2.0,1,0.07390016053344245,自然转化型
U00097798,42,0.0,1,0.04287673821126728,自然转化型
U00075817,36,2.0,0,0.08535891054436542,自然转化型
U00033394,37,1.0,1,0.06563114445723883,自然转化型
U00013502,33,2.0,0,0.06920462781042186,自然转化型
U00098289,26,1.0,1,0.0686042858419795,自然转化型
U00055751,32,2.0,0,0.10479043897793158,敏感型
U00099656,22,0.0,0,0.021879122050409816,自然转化型
U00054617,29,1.0,0,0.10580408622552578,敏感型
U00013220,20,0.0,0,0.010797073732548346,自然转化型
U00053016,35,1.0,0,0.07423775405584149,自然转化型
U00008081,26,1.0,0,0.07795412658960357,自然转化型
U00061145,37,5.0,0,0.1087837264385546,敏感型
U00027729,39,5.0,0,0.11104047803715517,敏感型
U00081656,18,6.0,0,0.1359283219368232,敏感型
U00020669,20,6.0,1,0.13597265328677727,敏感型
U00016402,36,3.0,0,0.09482129647198662,自然转化型
U00067801,28,1.0,0,0.08325660466928073,自然转化型
U00005507,23,0.0,0,0.05422117197063275,自然转化型
U00009347,34,1.0,1,0.06346526633095831,自然转化型
U00044093,23,3.0,0,0.08549079100929013,自然转化型
U00038717,27,2.0,0,0.06549411884078377,自然转化型
U00068051,38,4.0,0,0.12781022669740288,敏感型
U00038232,23,1.0,0,0.06539579549033231,自然转化型
U00038019,38,0.0,0,0.04450466918034074,自然转化型
U00080749,27,1.0,1,0.0985280274690995,自然转化型
U00091091,31,1.0,0,0.08279372499497009,自然转化型
U00016730,23,3.0,0,0.13224777692725664,敏感型
U00014448,25,5.0,0,0.1296708144012773,敏感型
U00017755,24,3.0,1,0.12335343477512789,敏感型
U00059961,47,3.0,0,0.13693755964265675,敏感型
U00081524,26,0.0,1,0.06356433274651327,自然转化型
U00040271,24,2.0,1,0.0710085623070141,自然转化型
U00087493,24,0.0,0,0.053285249402352686,自然转化型
U00066412,25,1.0,0,0.07333956600196687,自然转化型
U00002774,19,3.0,1,0.042384238467045254,自然转化型
U00000439,18,2.0,1,0.0752093624284888,自然转化型
U00022288,34,0.0,0,0.0914681334584998,自然转化型
U00038781,37,4.0,1,0.11254751262558194,敏感型
U00090650,23,1.0,1,0.07360702755188467,自然转化型
U00090468,46,3.0,0,0.1230661588761412,敏感型
U00045732,18,3.0,0,0.09863319311955626,自然转化型
U00017938,36,3.0,0,0.10680243683576912,敏感型
U00083207,31,2.0,1,0.07963567982216299,自然转化型
U00096857,26,2.0,1,0.08125780099527444,自然转化型
U00097641,37,1.0,1,0.0654369055156781,自然转化型
U00045875,18,0.0,1,-0.009694030914225132,反作用型
U00047262,18,5.0,0,0.0842377100837729,自然转化型
U00087384,45,4.0,1,0.111107651887492,敏感型
U00085967,25,3.0,0,0.1355490363522176,敏感型
U00058555,18,3.0,1,0.09171669166149077,自然转化型
U00042412,31,2.0,0,0.05966644557232864,自然转化型
U00046438,26,1.0,1,0.08946001577787457,自然转化型
U00042705,27,3.0,1,0.13061122142023263,敏感型
U00036299,34,2.0,0,0.07529250509297988,自然转化型
U00036430,34,3.0,0,0.1477076495175853,敏感型
U00082394,40,1.0,1,0.06285924034377055,自然转化型
U00088776,50,5.0,0,0.12825364753638724,敏感型
U00057290,41,1.0,1,0.06737517824396158,自然转化型
U00062953,38,4.0,1,0.08764857057260667,自然转化型
U00030139,19,2.0,0,0.06072844891816015,自然转化型
U00081455,34,5.0,0,0.1212805463686788,敏感型
U00020197,33,0.0,0,0.09058876847153113,自然转化型
U00051424,27,2.0,1,0.09614127990691901,自然转化型
U00079534,30,6.0,0,0.13561929739006068,敏感型
U00005278,21,2.0,0,0.06191025747518791,自然转化型
U00076518,47,2.0,0,0.07355097810592112,自然转化型
U00013763,29,1.0,1,0.09988364473015432,自然转化型
U00040002,40,3.0,1,0.08893712927175978,自然转化型
U00004434,27,2.0,1,0.07423654958945441,自然转化型
U00093878,41,7.0,0,0.0832556192263677,自然转化型
U00040619,33,1.0,1,0.09610229467519296,自然转化型
U00048284,31,1.0,1,0.055202273953593145,自然转化型
U00060347,37,1.0,1,0.06034370418757423,自然转化型
U00059178,43,2.0,1,0.05361915557079347,自然转化型
U00048237,33,4.0,1,0.1318941582898056,敏感型
U00033092,32,3.0,0,0.10837413787748895,敏感型
U00040507,18,1.0,0,0.06993624179115113,自然转化型
U00049007,47,1.0,1,0.05308681163326345,自然转化型
U00009581,43,4.0,0,0.10528094894563361,敏感型
U00081967,36,2.0,1,0.06390861263510025,自然转化型
U00028030,26,5.0,1,0.13776880627120103,敏感型
U00095130,44,1.0,0,0.06529198815102707,自然转化型
U00095764,20,0.0,1,0.025143267501976957,自然转化型
U00075769,31,1.0,0,0.10687278660470356,敏感型
U00035409,30,2.0,1,0.11526979366876888,敏感型
U00070006,32,1.0,0,0.07093528279405256,自然转化型
U00009509,28,1.0,0,0.0797846128861496,自然转化型
U00076499,24,0.0,0,0.053277389719280144,自然转化型
U00066893,29,1.0,1,0.07792183120277502,自然转化型
U00011335,20,3.0,0,0.09109604940953236,自然转化型
U00073530,39,1.0,1,0.0560239186621051,自然转化型
U00012821,43,0.0,0,0.08402953848928196,自然转化型
U00007088,18,0.0,0,0.020199594503356122,自然转化型
U00034846,39,5.0,0,0.08508922558928778,自然转化型
U00023205,32,1.0,0,0.10577150063932828,敏感型
U00060377,37,2.0,0,0.06413876265330784,自然转化型
U00082488,24,7.0,0,0.12490053126815442,敏感型
U00074450,22,2.0,0,0.058509309249024005,自然转化型
U00045742,27,5.0,1,0.13187339638063184,敏感型
U00049491,26,0.0,1,0.05554792262227942,自然转化型
U00027392,33,1.0,1,0.09461741765444617,自然转化型
U00083928,36,2.0,0,0.0703750918586522,自然转化型
U00055168,34,1.0,1,0.09702582816860661,自然转化型
U00093345,34,1.0,1,0.07542078290423229,自然转化型
U00009443,24,0.0,1,0.00683265496322033,自然转化型
U00063679,38,4.0,1,0.0990130603940984,自然转化型
U00000859,27,4.0,1,0.14697772474416376,敏感型
U00084388,32,0.0,1,0.06012159328610747,自然转化型
U00030077,21,3.0,0,0.09118989674355521,自然转化型
U00067884,22,1.0,0,0.0558593286290735,自然转化型
U00053189,24,1.0,1,0.08085188693088452,自然转化型
U00080873,32,1.0,1,0.09058151992772318,自然转化型
U00034814,43,3.0,0,0.1161542738509484,敏感型
U00010329,36,0.0,0,0.07683333222836125,自然转化型
U00054343,30,0.0,1,0.032524922556208175,自然转化型
U00000092,39,4.0,1,0.11484951875023097,敏感型
U00072740,28,2.0,0,0.07185716441050807,自然转化型
U00007788,26,6.0,1,0.12565403279660153,敏感型
U00043611,24,1.0,1,0.0759634392181053,自然转化型
U00063696,30,6.0,1,0.1457106272365749,敏感型
U00007136,36,2.0,0,0.06933268185335315,自然转化型
U00092804,36,1.0,1,0.0641858269230024,自然转化型
U00038371,27,2.0,0,0.07095489574668892,自然转化型
U00001039,33,0.0,0,0.09058876847153113,自然转化型
U00008498,41,2.0,0,0.0675259907451233,自然转化型
U00096357,29,1.0,1,0.08027089200161172,自然转化型
U00009455,38,3.0,0,0.09719441788430822,自然转化型
U00078759,35,2.0,1,0.0941920525179541,自然转化型
U00083628,30,3.0,1,0.13345220885535508,敏感型
U00002652,44,4.0,0,0.16833676375846368,敏感型
U00005672,32,2.0,1,0.07923899666526482,自然转化型
U00006238,32,1.0,0,0.08318917477255941,自然转化型
U00020453,31,5.0,1,0.12127866641452245,敏感型
U00031983,25,1.0,1,0.11247748806192379,敏感型
U00049932,32,3.0,1,0.09327627955148265,自然转化型
U00036661,22,1.0,0,0.06092457660031192,自然转化型
U00022324,44,1.0,0,0.06363571153935205,自然转化型
U00096886,31,3.0,1,0.1311869770097533,敏感型
U00045162,36,0.0,1,0.06235386139891086,自然转化型
U00088624,21,1.0,0,0.06441543361446656,自然转化型
U00007362,37,3.0,1,0.09611814666410567,自然转化型
U00046482,26,3.0,0,0.12015563018844327,敏感型
U00069123,44,6.0,1,0.10024265560842527,自然转化型
U00074534,34,3.0,1,0.11705127277620786,敏感型
U00029694,37,3.0,1,0.10375419064313474,敏感型
U00006531,36,2.0,0,0.07143720615007382,自然转化型
U00014409,25,2.0,0,0.06367037698111111,自然转化型
U00041823,29,1.0,1,0.07979386200935837,自然转化型
U00014690,27,0.0,0,0.057948197929519746,自然转化型
U00031224,27,5.0,0,0.14113261236325075,敏感型
U00002441,45,0.0,1,0.045147911762626364,自然转化型
U00035111,37,1.0,0,0.08791371454869737,自然转化型
U00060698,43,2.0,1,0.08039254949747587,自然转化型
U00042150,28,0.0,1,0.06633955338566153,自然转化型
U00039548,40,2.0,1,0.04595776924421427,自然转化型
U00080166,32,1.0,0,0.06946546105019902,自然转化型
U00093940,19,2.0,1,0.09815801690790632,自然转化型
U00020120,21,4.0,0,0.16665421842343453,敏感型
U00049526,34,2.0,0,0.07713772038535252,自然转化型
U00087926,30,0.0,1,0.032524922556208175,自然转化型
U00029079,32,1.0,0,0.12546423510977012,敏感型
U00033860,36,4.0,1,0.10475199055382017,敏感型
U00092714,42,3.0,1,0.10312619447712357,敏感型
U00010052,37,1.0,0,0.07870250594567302,自然转化型
U00038887,33,1.0,1,0.09461741765444617,自然转化型
U00096725,36,3.0,0,0.12817345013608378,敏感型
U00091819,34,2.0,0,0.10539903639440398,敏感型
U00048517,28,3.0,0,0.12534962180955989,敏感型
U00099145,32,2.0,0,0.07681851075270618,自然转化型
U00001812,33,4.0,0,0.12755778160991366,敏感型
U00062243,23,2.0,1,0.06611047172282966,自然转化型
U00098945,37,1.0,1,0.057358158100131756,自然转化型
U00092210,26,4.0,0,0.11917487964060519,敏感型
U00067123,30,1.0,0,0.08739746890661751,自然转化型
U00061730,26,4.0,1,0.14196890667237183,敏感型
U00067199,39,10.0,1,0.07269319509089145,自然转化型
U00000047,28,4.0,1,0.12361196781803774,敏感型
U00045095,28,1.0,1,0.09068546851760823,自然转化型
U00021526,34,2.0,0,0.08095121427933233,自然转化型
U00020200,27,1.0,0,0.08449974004925642,自然转化型
U00024174,34,2.0,1,0.07972655025123723,自然转化型
U00062561,53,1.0,0,0.09311106869569882,自然转化型
U00031447,28,0.0,1,0.06174636903729469,自然转化型
U00017805,26,2.0,0,0.09221529297837025,自然转化型
U00049543,47,4.0,1,0.13853408015777807,敏感型
U00015968,40,3.0,0,0.08632811884548947,自然转化型
U00028171,39,4.0,0,0.036835915585461954,自然转化型
U00003012,42,0.0,0,0.058894982950541575,自然转化型
U00059668,23,4.0,0,0.14628866877167707,敏感型
U00067564,26,5.0,1,0.14370652828094727,敏感型
U00089596,34,2.0,0,0.11630204459035601,敏感型
U00030152,34,1.0,1,0.09072441420851293,自然转化型
U00098367,43,2.0,0,0.06613564037014769,自然转化型
U00042217,32,3.0,1,0.11657238533383774,敏感型
U00082742,37,2.0,1,0.05795869562319045,自然转化型
U00015897,49,1.0,0,0.09938142873020797,自然转化型
U00084545,22,4.0,1,0.14434672885429006,敏感型
U00039733,42,8.0,0,0.12791289068294892,敏感型
U00047091,25,3.0,0,0.13800930139524276,敏感型
U00059001,29,7.0,1,0.14266156221341342,敏感型
U00089094,30,3.0,1,0.12079434244480247,敏感型
U00031895,31,3.0,1,0.1450766464836284,敏感型
U00063233,25,0.0,1,0.03744267985283181,自然转化型
U00039664,42,1.0,0,0.0668212438513231,自然转化型
U00046833,33,3.0,0,0.10987474426286298,敏感型
U00099296,25,3.0,0,0.0866156975397917,自然转化型
U00006452,39,2.0,0,0.06373444342027956,自然转化型
U00001533,34,8.0,0,0.09591363937772057,自然转化型
U00019882,37,3.0,0,0.08779652927183762,自然转化型
U00087011,26,4.0,0,0.15830291683617997,敏感型
U00067721,34,5.0,1,0.09823209779239095,自然转化型
U00013189,38,0.0,1,0.04538824278638359,自然转化型
U00012473,34,5.0,0,0.07760932508862123,自然转化型
U00096455,26,6.0,1,0.12222980600391326,敏感型
U00071136,45,5.0,0,0.10332411954563409,敏感型
U00000982,35,0.0,0,0.0736324135290948,自然转化型
U00030636,49,2.0,1,0.042454082639467566,自然转化型
U00082027,27,3.0,1,0.1411344610537812,敏感型
U00067126,19,0.0,0,0.031038971484483396,自然转化型
U00035815,41,2.0,0,0.073708109562963,自然转化型
U00057414,28,4.0,1,0.1453637978959773,敏感型
U00052466,38,4.0,1,0.11559689782546118,敏感型
U00045960,27,0.0,1,0.05722525858907773,自然转化型
U00043210,27,3.0,1,0.10433899084323595,敏感型
U00026133,23,3.0,1,0.049182531555539255,自然转化型
U00081251,46,2.0,1,0.0569326171486558,自然转化型
U00024535,36,2.0,1,0.06323024271020819,自然转化型
U00054699,18,4.0,0,0.11085370253308524,敏感型
U00083467,21,2.0,1,0.06746649276415059,自然转化型
U00044791,27,2.0,0,0.06598642510446573,自然转化型
U00044355,30,4.0,1,0.14887247785867563,敏感型
U00049953,33,2.0,0,0.07946867747308078,自然转化型
U00045342,31,2.0,0,0.10991536364844776,敏感型
U00059973,47,1.0,0,0.06656755823097402,自然转化型
U00065978,28,0.0,1,0.06174636903729469,自然转化型
U00023665,22,4.0,0,0.14080910553237785,敏感型
U00041027,31,4.0,0,0.1303074627927141,敏感型
U00041631,43,0.0,0,0.061824428654094044,自然转化型
U00066974,31,3.0,0,0.09437379654994388,自然转化型
U00077264,38,2.0,0,0.0723394050909949,自然转化型
U00003913,40,3.0,1,0.11676743268410245,敏感型
U00054534,40,2.0,1,0.05893749488805852,自然转化型
U00016882,27,5.0,0,0.14428283392552305,敏感型
U00047299,36,2.0,1,0.06410545158781247,自然转化型
U00056062,36,5.0,1,0.11896220072598829,敏感型
U00043349,47,1.0,0,0.06435447014774037,自然转化型
U00009844,21,2.0,0,0.05005626216386011,自然转化型
U00052756,31,3.0,1,0.12374528951241731,敏感型
U00042113,45,0.0,1,0.0507547751627844,自然转化型
U00028941,33,0.0,0,0.058867009904342765,自然转化型
U00035944,40,2.0,1,0.07431756926376595,自然转化型
U00074758,22,2.0,1,0.06545628684193625,自然转化型
U00003720,31,0.0,1,0.059970072174694466,自然转化型
U00040968,23,0.0,1,0.02651339978930503,自然转化型
U00074227,28,4.0,0,0.15655152242904308,敏感型
U00069381,25,0.0,1,0.06690567828759941,自然转化型
U00057742,40,0.0,0,0.04263576543866862,自然转化型
U00081042,30,3.0,0,0.1348099519510248,敏感型
U00047196,27,2.0,0,0.06791279627402791,自然转化型
U00041139,35,8.0,1,0.12992468520416145,敏感型
U00018670,27,1.0,0,0.09176068689758143,自然转化型
U00024441,26,2.0,1,0.0712189497490956,自然转化型
U00042372,34,2.0,0,0.08840830886140733,自然转化型
U00072331,52,3.0,0,0.153120091086909,敏感型
U00086110,25,1.0,0,0.07240215962122293,自然转化型
U00033873,29,0.0,0,0.08104205657417016,自然转化型
U00009740,35,0.0,0,0.06918942752027515,自然转化型
U00056511,33,3.0,0,0.09387415674262334,自然转化型
U00037448,30,0.0,1,0.05758145161865841,自然转化型
U00023605,46,5.0,0,0.07783003324915139,自然转化型
U00081510,34,1.0,1,0.09460053384040076,自然转化型
U00018171,35,1.0,1,0.0906178352780179,自然转化型
U00078413,35,0.0,0,0.06343674329837568,自然转化型
U00086466,36,5.0,1,0.1123061951287696,敏感型
U00095287,32,6.0,1,0.13812872377148444,敏感型
U00006344,30,1.0,0,0.09417289405310236,自然转化型
U00036560,39,4.0,1,0.11637675381472584,敏感型
U00013247,53,4.0,0,0.1833751885452779,敏感型
U00052045,37,3.0,0,0.0847665714683446,自然转化型
U00060926,27,1.0,1,0.0831785166640111,自然转化型
U00091830,26,2.0,0,0.07519036303710827,自然转化型
U00044508,45,3.0,0,0.11980198010299392,敏感型
U00025270,27,4.0,0,0.13553243538627213,敏感型
U00027380,28,1.0,0,0.08546118311801718,自然转化型
U00049937,32,2.0,0,0.0824774581261638,自然转化型
U00095627,35,3.0,0,0.10477196990837007,敏感型
U00081192,31,0.0,1,0.059970072174694466,自然转化型
U00046953,35,2.0,0,0.07916715294535906,自然转化型
U00004702,20,2.0,0,0.053592141279949546,自然转化型
U00023597,43,0.0,0,0.08402953848928196,自然转化型
U00058002,38,1.0,1,0.06604419169556797,自然转化型
U00015071,19,1.0,0,0.0478372088247172,自然转化型
U00008927,21,2.0,0,0.06544013930717107,自然转化型
U00057649,30,2.0,0,0.06604231749154571,自然转化型
U00002642,30,6.0,0,0.11169377010871984,敏感型
U00047442,22,7.0,1,0.1654606255741547,敏感型
U00097868,19,2.0,0,0.05655394155159815,自然转化型
U00034239,32,3.0,0,0.14268612917747103,敏感型
U00025594,30,3.0,0,0.13277775279284115,敏感型
U00011328,37,2.0,0,0.08318094339655763,自然转化型
U00061360,25,2.0,1,0.056519819716382924,自然转化型
U00062398,24,0.0,0,0.053285249402352686,自然转化型
U00022105,30,9.0,1,0.11556701878113163,敏感型
U00081281,25,1.0,0,0.09007217221369809,自然转化型
U00078147,29,0.0,0,0.08104205657417016,自然转化型
U00074617,18,2.0,0,0.06874858349144539,自然转化型
U00000379,49,4.0,0,0.1291587383578669,敏感型
U00032740,30,3.0,1,0.08812050909371166,自然转化型
U00060526,22,1.0,0,0.0700991328298392,自然转化型
U00078139,34,3.0,1,0.11506485265414013,敏感型
U00083544,27,5.0,0,0.13752394665198708,敏感型
U00035471,36,1.0,1,0.08156799350154856,自然转化型
U00073087,38,2.0,1,0.05683341329639638,自然转化型
U00040198,36,2.0,1,0.06519504163544071,自然转化型
U00061881,35,3.0,0,0.12149591135170901,敏感型
U00066385,40,1.0,0,0.059484679813000735,自然转化型
U00048971,25,5.0,1,0.1006328941236499,自然转化型
U00091622,27,3.0,0,0.1091093084577115,敏感型
U00049145,32,2.0,1,0.09724729751193661,自然转化型
U00097434,33,1.0,1,0.08364689755540919,自然转化型
U00020351,25,5.0,0,0.13262507624299802,敏感型
U00042424,20,2.0,0,0.045790077772943555,自然转化型
U00021549,37,2.0,0,0.0689112500979886,自然转化型
U00059645,34,1.0,1,0.07691739227333969,自然转化型
U00028227,34,4.0,1,0.11592225225204217,敏感型
U00032271,37,0.0,0,0.047974420278736635,自然转化型
U00051500,36,3.0,0,0.11718806690459438,敏感型
U00078283,40,1.0,1,0.05714600718652965,自然转化型
U00077604,24,3.0,1,0.13737080307445182,敏感型
U00053491,27,1.0,0,0.07860182105638724,自然转化型
U00070531,38,3.0,1,0.07451080032441121,自然转化型
U00084421,55,1.0,0,0.11427619701258437,敏感型
U00079729,38,2.0,0,0.060968001894144835,自然转化型
U00081708,39,1.0,0,0.07098574950195793,自然转化型
U00088850,36,4.0,1,0.11919033503112214,敏感型
U00008658,45,1.0,1,0.07225651111241854,自然转化型
U00077319,42,2.0,0,0.09105387914562402,自然转化型
U00064612,23,7.0,0,0.13380059706615427,敏感型
U00090217,29,0.0,0,0.05135065953706991,自然转化型
U00095824,29,5.0,1,0.13942629090241865,敏感型
U00037592,22,5.0,1,0.12617319057374582,敏感型
U00096612,35,4.0,0,0.12820258721228983,敏感型
U00042251,26,1.0,0,0.08034963868267628,自然转化型
U00078114,27,2.0,0,0.07830647211298183,自然转化型
U00049824,25,2.0,1,0.07897869026445078,自然转化型
U00015578,34,2.0,1,0.08203301509134608,自然转化型
U00043106,36,2.0,1,0.0742105749242512,自然转化型
U00003876,41,2.0,1,0.04780386001734738,自然转化型
U00036405,31,0.0,1,0.06378009793715184,自然转化型
U00020726,39,1.0,1,0.07341283479946134,自然转化型
U00050497,42,1.0,0,0.06966423694932727,自然转化型
U00007403,31,1.0,1,0.08111660366234327,自然转化型
U00049200,29,2.0,0,0.07039490014286504,自然转化型
U00075472,20,4.0,0,0.13855017398371072,敏感型
U00006886,25,0.0,0,0.08423120694668701,自然转化型
U00071141,23,6.0,0,0.1495734357811231,敏感型
U00091454,29,3.0,0,0.13416609212726477,敏感型
U00017875,18,3.0,0,0.08653026054735086,自然转化型
U00016628,28,1.0,0,0.07775242047091102,自然转化型
U00042020,19,2.0,1,0.06682302944003285,自然转化型
U00044017,18,5.0,0,0.13456720272949924,敏感型
U00090689,25,2.0,1,0.06518025687054921,自然转化型
U00082076,30,2.0,1,0.08040052817732055,自然转化型
U00000013,33,2.0,1,0.08460708936894898,自然转化型
U00082745,33,0.0,1,0.06384227575420984,自然转化型
U00075138,46,5.0,0,0.12198333354404767,敏感型
U00089989,35,2.0,0,0.1071242812198824,敏感型
U00035834,20,5.0,0,0.14334221218152216,敏感型
U00061784,32,1.0,0,0.0853362692776504,自然转化型
U00034277,20,4.0,0,0.11415348921531754,敏感型
U00067845,43,1.0,0,0.0725810347952015,自然转化型
U00070490,30,1.0,0,0.08432213309955935,自然转化型
U00083217,29,3.0,1,0.12712246680044043,敏感型
U00032937,33,2.0,1,0.09779252781024342,自然转化型
U00007098,31,1.0,1,0.07442671127143122,自然转化型
U00052840,25,3.0,0,0.14613714463324984,敏感型
U00096387,18,2.0,0,0.05457411135313797,自然转化型
U00073670,36,2.0,0,0.09988203923254871,自然转化型
U00083329,33,6.0,0,0.11782239100327463,敏感型
U00028979,24,2.0,1,0.0950951463796417,自然转化型
U00065013,42,3.0,0,0.10664864141521274,敏感型
U00079063,32,1.0,1,0.08006991632119512,自然转化型
U00035682,39,2.0,0,0.07486917079190353,自然转化型
U00077001,42,4.0,1,0.11568287197966665,敏感型
U00020394,36,1.0,0,0.07140658518742465,自然转化型
U00052553,30,1.0,1,0.08296431208429317,自然转化型
U00017005,24,2.0,1,0.0659344424832631,自然转化型
U00050298,31,0.0,1,0.036471516733297654,自然转化型
U00075408,30,1.0,0,0.089238514834178,自然转化型
U00055981,40,3.0,0,0.10325900447147662,敏感型
U00044939,46,2.0,1,0.05364775270582087,自然转化型
