用户ID,性别,年龄,肤质,是否会员,常用省份
U00090079,男,33,敏感肌,否,河南
U00090080,男,42,干性/混干,否,浙江
U00090081,女,28,中性,是,北京
U00090082,男,29,干性/混干,否,湖北
U00090083,女,29,中性,是,上海
U00090084,男,39,干性/混干,是,浙江
U00090085,女,30,敏感肌,是,浙江
U00090086,女,28,干性/混干,否,湖南
U00090087,女,33,中性,否,河南
U00090088,男,40,敏感肌,否,江苏
U00090089,男,21,油性/混油,是,浙江
U00090090,女,37,敏感肌,是,江苏
U00090091,女,34,干性/混干,否,江苏
U00090092,女,35,敏感肌,是,江苏
U00090093,男,32,油性/混油,是,山东
U00090094,女,32,敏感肌,是,湖北
U00090095,女,37,敏感肌,是,广东
U00090096,女,19,油性/混油,否,浙江
U00090097,女,25,油性/混油,是,江苏
U00090098,女,18,干性/混干,是,广东
U00090099,男,46,油性/混油,否,河南
U00090100,男,42,油性/混油,否,河南
U00090101,女,18,油性/混油,是,广东
U00090102,女,34,中性,是,江苏
U00090103,男,30,敏感肌,是,北京
U00090104,女,36,中性,否,上海
U00090105,男,34,中性,是,广东
U00090106,男,30,敏感肌,否,四川
U00090107,女,31,敏感肌,是,浙江
U00090108,女,40,敏感肌,是,广东
U00090109,女,27,油性/混油,否,广东
U00090110,女,28,油性/混油,是,山东
U00090111,男,37,油性/混油,否,江苏
U00090112,女,38,敏感肌,是,浙江
U00090113,女,34,油性/混油,是,四川
U00090114,女,28,干性/混干,否,河南
U00090115,女,18,敏感肌,是,广东
U00090116,女,18,中性,否,上海
U00090117,女,30,敏感肌,否,河南
U00090118,女,33,油性/混油,否,山东
U00090119,女,29,油性/混油,是,河南
U00090120,女,23,中性,否,浙江
U00090121,女,22,油性/混油,否,湖南
U00090122,女,33,油性/混油,否,广东
U00090123,女,42,敏感肌,是,广东
U00090124,女,26,敏感肌,是,河南
U00090125,女,31,油性/混油,否,广东
U00090126,女,26,中性,否,河南
U00090127,女,36,干性/混干,是,江苏
U00090128,女,30,敏感肌,否,山东
U00090129,男,39,油性/混油,否,北京
U00090130,女,32,敏感肌,否,上海
U00090131,女,32,敏感肌,否,四川
U00090132,女,25,敏感肌,否,四川
U00090133,女,25,敏感肌,是,四川
U00090134,女,35,油性/混油,否,山东
U00090135,女,33,中性,否,江苏
U00090136,女,48,油性/混油,否,湖南
U00090137,女,23,中性,是,北京
U00090138,女,39,敏感肌,否,湖北
U00090139,男,33,中性,否,浙江
U00090140,男,24,敏感肌,否,山东
U00090141,女,18,中性,是,北京
U00090142,女,26,干性/混干,是,浙江
U00090143,女,27,敏感肌,是,湖北
U00090144,女,27,敏感肌,是,四川
U00090145,女,39,中性,是,上海
U00090146,女,28,油性/混油,是,浙江
U00090147,女,34,干性/混干,是,四川
U00090148,女,20,敏感肌,否,湖北
U00090149,女,35,中性,否,江苏
U00090150,男,21,干性/混干,否,四川
U00090151,女,37,油性/混油,否,上海
U00090152,男,39,敏感肌,否,四川
U00090153,女,20,中性,否,山东
U00090154,男,47,敏感肌,否,浙江
U00090155,女,28,敏感肌,是,湖南
U00090156,女,34,油性/混油,是,四川
U00090157,男,38,油性/混油,否,山东
U00090158,男,26,干性/混干,否,江苏
U00090159,女,26,敏感肌,是,北京
U00090160,男,28,油性/混油,否,浙江
U00090161,女,35,敏感肌,否,北京
U00090162,男,36,油性/混油,否,上海
U00090163,男,43,敏感肌,否,山东
U00090164,女,41,敏感肌,否,四川
U00090165,男,41,油性/混油,否,山东
U00090166,女,38,敏感肌,是,北京
U00090167,女,38,中性,否,北京
U00090168,女,28,油性/混油,否,江苏
U00090169,女,27,敏感肌,否,山东
U00090170,男,19,油性/混油,是,山东
U00090171,女,43,敏感肌,是,浙江
U00090172,女,32,敏感肌,是,上海
U00090173,女,34,敏感肌,否,浙江
U00090174,男,18,油性/混油,否,四川
U00090175,女,26,油性/混油,是,山东
U00090176,女,39,中性,是,上海
U00090177,女,34,敏感肌,否,四川
U00090178,女,26,中性,否,广东
U00090179,女,31,油性/混油,否,四川
U00090180,女,47,干性/混干,否,广东
U00090181,男,30,干性/混干,否,广东
U00090182,女,32,敏感肌,是,浙江
U00090183,女,31,油性/混油,是,浙江
U00090184,女,33,油性/混油,是,浙江
U00090185,男,41,敏感肌,是,河南
U00090186,男,51,干性/混干,是,北京
U00090187,男,43,干性/混干,是,广东
U00090188,男,33,敏感肌,否,四川
U00090189,女,41,干性/混干,是,四川
U00090190,男,20,敏感肌,否,山东
U00090191,女,31,敏感肌,是,上海
U00090192,男,26,敏感肌,否,北京
U00090193,女,27,中性,否,广东
U00090194,女,39,油性/混油,是,江苏
U00090195,女,42,油性/混油,否,北京
U00090196,女,21,敏感肌,否,北京
U00090197,女,30,油性/混油,否,浙江
U00090198,男,26,干性/混干,否,河南
U00090199,女,37,油性/混油,否,湖南
U00090200,女,40,油性/混油,是,上海
U00090201,女,50,干性/混干,否,湖北
U00090202,女,41,干性/混干,是,北京
U00090203,女,41,敏感肌,是,河南
U00090204,女,23,油性/混油,否,河南
U00090205,女,26,敏感肌,是,上海
U00090206,女,32,干性/混干,是,湖南
U00090207,女,52,干性/混干,否,上海
U00090208,男,32,干性/混干,否,广东
U00090209,女,43,中性,否,湖南
U00090210,男,28,敏感肌,否,北京
U00090211,女,31,敏感肌,是,湖北
U00090212,女,31,油性/混油,是,广东
U00090213,女,28,油性/混油,否,上海
U00090214,女,37,敏感肌,否,山东
U00090215,女,21,中性,是,山东
U00090216,女,18,干性/混干,是,江苏
U00090217,男,29,干性/混干,否,广东
U00090218,男,36,干性/混干,否,江苏
U00090219,女,25,敏感肌,是,北京
U00090220,女,50,敏感肌,是,广东
U00090221,女,31,敏感肌,是,江苏
U00090222,女,32,油性/混油,否,江苏
U00090223,女,23,油性/混油,否,广东
U00090224,男,37,干性/混干,否,四川
U00090225,女,40,干性/混干,否,上海
U00090226,女,33,油性/混油,否,四川
U00090227,男,34,油性/混油,否,上海
U00090228,女,33,中性,否,江苏
U00090229,女,24,敏感肌,是,上海
U00090230,女,43,干性/混干,是,北京
U00090231,女,29,干性/混干,否,北京
U00090232,女,45,中性,否,湖北
U00090233,女,22,敏感肌,是,四川
U00090234,男,39,干性/混干,否,广东
U00090235,女,33,敏感肌,否,山东
U00090236,女,32,干性/混干,否,湖北
U00090237,女,27,敏感肌,是,上海
U00090238,女,37,干性/混干,否,广东
U00090239,男,36,油性/混油,是,浙江
U00090240,女,46,敏感肌,否,山东
U00090241,男,37,油性/混油,否,湖南
U00090242,男,28,敏感肌,否,江苏
U00090243,女,28,油性/混油,是,广东
U00090244,男,34,油性/混油,否,广东
U00090245,女,43,油性/混油,是,江苏
U00090246,女,35,油性/混油,是,广东
U00090247,男,40,敏感肌,是,江苏
U00090248,女,34,油性/混油,否,上海
U00090249,女,18,敏感肌,否,北京
U00090250,女,35,干性/混干,否,河南
U00090251,女,30,敏感肌,否,湖南
U00090252,女,41,油性/混油,是,江苏
U00090253,女,45,干性/混干,是,上海
U00090254,女,46,油性/混油,否,广东
U00090255,男,30,油性/混油,否,四川
U00090256,女,28,干性/混干,否,浙江
U00090257,女,29,中性,是,北京
U00090258,女,31,油性/混油,是,江苏
U00090259,女,33,干性/混干,否,山东
U00090260,女,24,油性/混油,是,浙江
U00090261,女,32,油性/混油,是,广东
U00090262,男,18,敏感肌,否,北京
U00090263,男,49,干性/混干,否,山东
U00090264,男,30,敏感肌,否,山东
U00090265,女,28,敏感肌,是,广东
U00090266,女,36,干性/混干,是,浙江
U00090267,女,38,油性/混油,是,湖南
U00090268,女,18,干性/混干,否,湖南
U00090269,男,26,中性,是,湖北
U00090270,男,43,干性/混干,否,四川
U00090271,女,38,油性/混油,否,湖北
U00090272,女,22,油性/混油,是,广东
U00090273,男,41,中性,否,四川
U00090274,女,38,敏感肌,是,浙江
U00090275,女,25,中性,是,湖北
U00090276,女,31,敏感肌,是,湖北
U00090277,女,18,敏感肌,否,上海
U00090278,女,38,油性/混油,否,浙江
U00090279,女,44,油性/混油,是,河南
U00090280,女,29,干性/混干,否,广东
U00090281,女,31,油性/混油,是,江苏
U00090282,女,35,油性/混油,否,广东
U00090283,女,30,中性,是,四川
U00090284,女,18,敏感肌,是,北京
U00090285,女,40,干性/混干,是,上海
U00090286,男,41,敏感肌,否,北京
U00090287,男,37,油性/混油,是,四川
U00090288,女,43,中性,否,浙江
U00090289,女,30,干性/混干,是,四川
U00090290,女,35,中性,是,湖南
U00090291,女,26,敏感肌,否,河南
U00090292,女,24,中性,是,浙江
U00090293,男,21,中性,否,北京
U00090294,女,34,敏感肌,是,河南
U00090295,女,32,中性,是,北京
U00090296,女,40,油性/混油,是,广东
U00090297,女,18,油性/混油,否,上海
U00090298,男,34,油性/混油,否,四川
U00090299,女,45,敏感肌,是,四川
U00090300,男,32,敏感肌,否,江苏
U00090301,女,39,敏感肌,否,广东
U00090302,女,50,油性/混油,否,上海
U00090303,男,42,中性,否,广东
U00090304,女,20,干性/混干,否,湖南
U00090305,女,29,干性/混干,是,浙江
U00090306,女,34,油性/混油,是,浙江
U00090307,男,31,干性/混干,是,河南
U00090308,女,42,敏感肌,否,河南
U00090309,女,31,中性,是,江苏
U00090310,男,31,油性/混油,是,四川
U00090311,女,40,中性,是,山东
U00090312,男,20,敏感肌,否,湖南
U00090313,男,35,油性/混油,否,浙江
U00090314,女,26,敏感肌,是,河南
U00090315,男,38,干性/混干,否,四川
U00090316,女,29,干性/混干,是,广东
U00090317,女,36,敏感肌,是,浙江
U00090318,男,27,油性/混油,是,江苏
U00090319,女,18,油性/混油,否,四川
U00090320,男,34,干性/混干,否,广东
U00090321,男,21,敏感肌,否,浙江
U00090322,女,43,干性/混干,是,上海
U00090323,男,36,敏感肌,否,河南
U00090324,女,37,敏感肌,是,河南
U00090325,女,29,中性,否,江苏
U00090326,女,31,油性/混油,否,山东
U00090327,男,18,中性,否,浙江
U00090328,男,35,干性/混干,否,江苏
U00090329,男,22,干性/混干,否,浙江
U00090330,男,34,油性/混油,是,北京
U00090331,女,23,油性/混油,是,上海
U00090332,女,36,中性,是,河南
U00090333,女,33,敏感肌,否,北京
U00090334,女,21,干性/混干,是,北京
U00090335,男,42,干性/混干,否,江苏
U00090336,女,30,油性/混油,是,上海
U00090337,男,24,干性/混干,否,浙江
U00090338,男,40,中性,否,北京
U00090339,女,27,油性/混油,是,四川
U00090340,女,30,中性,否,广东
U00090341,男,44,敏感肌,是,北京
U00090342,男,35,敏感肌,否,浙江
U00090343,男,36,中性,否,浙江
U00090344,女,31,敏感肌,是,浙江
U00090345,女,26,敏感肌,是,山东
U00090346,女,29,敏感肌,是,北京
U00090347,女,18,敏感肌,否,江苏
U00090348,女,37,中性,是,北京
U00090349,男,36,敏感肌,否,上海
U00090350,男,20,敏感肌,否,浙江
U00090351,女,35,敏感肌,否,上海
U00090352,男,18,油性/混油,是,湖北
U00090353,女,49,干性/混干,否,广东
U00090354,女,27,干性/混干,是,北京
U00090355,女,27,干性/混干,否,河南
U00090356,男,37,中性,否,广东
U00090357,女,35,油性/混油,是,广东
U00090358,男,19,干性/混干,是,北京
U00090359,女,32,敏感肌,否,湖北
U00090360,男,35,油性/混油,否,上海
U00090361,女,25,干性/混干,否,广东
U00090362,女,38,中性,否,江苏
U00090363,男,21,干性/混干,是,广东
U00090364,女,36,干性/混干,是,湖南
U00090365,女,20,敏感肌,是,上海
U00090366,女,28,干性/混干,是,河南
U00090367,女,18,敏感肌,是,河南
U00090368,女,38,敏感肌,否,广东
U00090369,男,42,中性,否,上海
U00090370,男,45,油性/混油,是,江苏
U00090371,女,28,中性,否,山东
U00090372,女,25,油性/混油,是,四川
U00090373,男,40,干性/混干,否,北京
U00090374,女,32,敏感肌,是,北京
U00090375,男,26,干性/混干,否,山东
U00090376,女,26,油性/混油,否,江苏
U00090377,男,32,敏感肌,否,上海
U00090378,女,41,敏感肌,是,江苏
U00090379,女,23,干性/混干,是,广东
U00090380,女,42,敏感肌,否,浙江
U00090381,男,30,敏感肌,是,浙江
U00090382,女,41,敏感肌,否,广东
U00090383,女,30,敏感肌,否,河南
U00090384,男,38,油性/混油,否,湖南
U00090385,女,25,干性/混干,是,广东
U00090386,女,35,油性/混油,是,四川
U00090387,女,37,干性/混干,否,上海
U00090388,女,18,干性/混干,否,湖南
U00090389,女,45,敏感肌,否,上海
U00090390,女,20,中性,否,山东
U00090391,女,40,油性/混油,是,浙江
U00090392,男,28,敏感肌,否,山东
U00090393,女,38,中性,是,北京
U00090394,女,35,油性/混油,否,浙江
U00090395,女,29,敏感肌,是,广东
U00090396,男,24,干性/混干,否,广东
U00090397,女,30,中性,是,上海
U00090398,男,28,油性/混油,是,河南
U00090399,女,34,中性,否,山东
U00090400,男,32,中性,否,广东
U00090401,女,25,油性/混油,否,浙江
U00090402,女,22,干性/混干,否,广东
U00090403,男,28,干性/混干,是,浙江
U00090404,男,31,敏感肌,否,河南
U00090405,女,25,敏感肌,否,四川
U00090406,女,35,敏感肌,是,浙江
U00090407,女,30,油性/混油,否,山东
U00090408,女,39,油性/混油,是,山东
U00090409,男,34,油性/混油,否,北京
U00090410,女,36,敏感肌,是,上海
U00090411,女,27,敏感肌,是,浙江
U00090412,女,42,油性/混油,是,河南
U00090413,女,34,干性/混干,否,河南
U00090414,女,42,油性/混油,否,山东
U00090415,女,39,干性/混干,是,江苏
U00090416,女,30,油性/混油,是,浙江
U00090417,女,27,敏感肌,是,上海
U00090418,女,32,油性/混油,否,上海
U00090419,女,29,敏感肌,否,广东
U00090420,男,26,油性/混油,否,山东
U00090421,女,23,敏感肌,否,广东
U00090422,女,47,敏感肌,否,上海
U00090423,男,21,油性/混油,是,四川
U00090424,女,18,敏感肌,是,广东
U00090425,男,35,敏感肌,是,上海
U00090426,女,26,油性/混油,否,山东
U00090427,男,29,敏感肌,否,广东
U00090428,女,21,干性/混干,否,浙江
U00090429,女,35,敏感肌,是,北京
U00090430,男,34,油性/混油,是,浙江
U00090431,女,39,油性/混油,是,河南
U00090432,女,36,干性/混干,否,河南
U00090433,女,29,中性,是,上海
U00090434,女,19,干性/混干,是,北京
U00090435,女,25,油性/混油,否,四川
U00090436,男,25,干性/混干,否,四川
U00090437,女,23,中性,否,上海
U00090438,男,42,敏感肌,否,上海
U00090439,女,43,干性/混干,否,江苏
U00090440,女,27,油性/混油,是,四川
U00090441,女,38,干性/混干,是,浙江
U00090442,女,34,敏感肌,否,山东
U00090443,女,27,干性/混干,否,湖北
U00090444,男,32,敏感肌,否,四川
U00090445,女,18,中性,否,广东
U00090446,女,19,油性/混油,否,北京
U00090447,女,35,敏感肌,否,江苏
U00090448,女,39,干性/混干,是,江苏
U00090449,女,39,敏感肌,是,湖北
U00090450,男,23,敏感肌,否,上海
U00090451,女,39,干性/混干,否,湖南
U00090452,男,37,干性/混干,是,广东
U00090453,女,35,油性/混油,是,浙江
U00090454,女,30,敏感肌,是,四川
U00090455,男,27,油性/混油,否,河南
U00090456,女,37,敏感肌,是,北京
U00090457,女,38,敏感肌,是,四川
U00090458,男,30,敏感肌,是,广东
U00090459,女,35,敏感肌,否,上海
U00090460,女,35,干性/混干,是,河南
U00090461,女,31,干性/混干,否,山东
U00090462,女,26,中性,否,浙江
U00090463,女,32,敏感肌,否,山东
U00090464,女,38,中性,否,湖北
U00090465,女,25,油性/混油,否,上海
U00090466,女,41,敏感肌,是,江苏
U00090467,女,26,油性/混油,否,浙江
U00090468,男,46,干性/混干,否,北京
U00090469,女,38,敏感肌,是,广东
U00090470,男,28,敏感肌,否,广东
U00090471,女,21,油性/混油,否,上海
U00090472,男,27,油性/混油,是,江苏
U00090473,女,29,敏感肌,否,广东
U00090474,男,29,油性/混油,否,山东
U00090475,女,26,油性/混油,是,上海
U00090476,女,32,油性/混油,否,江苏
U00090477,女,31,油性/混油,是,湖北
U00090478,女,25,敏感肌,是,上海
U00090479,女,40,敏感肌,是,浙江
U00090480,男,40,油性/混油,否,山东
U00090481,女,32,干性/混干,是,浙江
U00090482,男,39,敏感肌,否,广东
U00090483,女,37,干性/混干,否,上海
U00090484,女,27,敏感肌,否,四川
U00090485,女,35,干性/混干,是,广东
U00090486,女,24,油性/混油,是,广东
U00090487,女,24,中性,是,江苏
U00090488,男,36,油性/混油,否,湖北
U00090489,女,36,油性/混油,否,浙江
U00090490,女,35,中性,是,河南
U00090491,男,33,中性,否,河南
U00090492,男,18,干性/混干,否,四川
U00090493,男,20,油性/混油,是,浙江
U00090494,男,34,油性/混油,否,江苏
U00090495,女,37,干性/混干,是,北京
U00090496,女,26,干性/混干,是,浙江
U00090497,女,45,敏感肌,是,河南
U00090498,男,26,干性/混干,是,江苏
U00090499,女,41,干性/混干,否,江苏
U00090500,女,18,干性/混干,是,河南
U00090501,男,25,敏感肌,否,浙江
U00090502,男,34,干性/混干,否,四川
U00090503,男,29,油性/混油,是,北京
U00090504,女,38,敏感肌,是,四川
U00090505,男,34,油性/混油,否,广东
U00090506,女,43,敏感肌,是,广东
U00090507,男,28,油性/混油,是,浙江
U00090508,女,23,干性/混干,否,河南
U00090509,女,30,敏感肌,否,浙江
U00090510,男,28,敏感肌,否,北京
U00090511,女,26,敏感肌,否,江苏
U00090512,女,25,敏感肌,是,北京
U00090513,女,20,油性/混油,是,上海
U00090514,女,42,敏感肌,是,北京
U00090515,女,20,干性/混干,是,江苏
U00090516,女,31,敏感肌,是,江苏
U00090517,女,33,敏感肌,是,山东
U00090518,男,34,中性,否,北京
U00090519,女,31,油性/混油,是,广东
U00090520,男,20,敏感肌,否,广东
U00090521,女,25,油性/混油,否,北京
U00090522,男,31,干性/混干,是,上海
U00090523,女,31,敏感肌,否,浙江
U00090524,男,22,敏感肌,否,湖南
U00090525,女,37,敏感肌,是,广东
U00090526,女,24,油性/混油,是,湖北
U00090527,女,45,敏感肌,是,北京
U00090528,女,18,敏感肌,否,江苏
U00090529,女,36,油性/混油,是,四川
U00090530,女,33,干性/混干,是,河南
U00090531,女,30,油性/混油,是,四川
U00090532,男,36,油性/混油,否,河南
U00090533,女,26,干性/混干,是,山东
U00090534,男,29,干性/混干,是,上海
U00090535,女,23,干性/混干,否,广东
U00090536,女,42,油性/混油,否,广东
U00090537,女,27,干性/混干,是,江苏
U00090538,男,27,油性/混油,否,浙江
U00090539,女,42,油性/混油,是,浙江
U00090540,男,18,敏感肌,否,广东
U00090541,女,45,干性/混干,是,北京
U00090542,女,31,敏感肌,是,北京
U00090543,女,40,干性/混干,是,上海
U00090544,女,36,敏感肌,是,山东
U00090545,女,18,敏感肌,否,广东
U00090546,女,37,敏感肌,是,浙江
U00090547,女,23,油性/混油,否,山东
U00090548,女,30,油性/混油,是,北京
U00090549,女,45,干性/混干,否,四川
U00090550,女,27,干性/混干,是,上海
U00090551,女,40,敏感肌,是,江苏
U00090552,女,24,干性/混干,否,湖北
U00090553,男,43,中性,否,广东
U00090554,男,31,油性/混油,是,河南
U00090555,女,35,干性/混干,是,河南
U00090556,女,31,油性/混油,是,上海
U00090557,女,32,敏感肌,是,浙江
U00090558,女,21,敏感肌,否,江苏
U00090559,女,27,干性/混干,否,广东
U00090560,男,26,敏感肌,否,广东
U00090561,男,21,油性/混油,否,广东
U00090562,女,32,油性/混油,是,山东
U00090563,女,43,油性/混油,是,上海
U00090564,男,24,干性/混干,否,河南
U00090565,男,45,干性/混干,是,浙江
U00090566,女,30,敏感肌,是,上海
U00090567,女,28,敏感肌,否,四川
U00090568,女,29,油性/混油,是,山东
U00090569,女,49,敏感肌,是,山东
U00090570,男,34,敏感肌,否,湖北
U00090571,男,35,干性/混干,否,北京
U00090572,男,36,敏感肌,否,广东
U00090573,男,21,油性/混油,否,湖北
U00090574,女,40,中性,是,浙江
U00090575,男,25,干性/混干,否,上海
U00090576,男,24,敏感肌,否,江苏
U00090577,男,28,干性/混干,是,上海
U00090578,女,30,中性,否,浙江
U00090579,女,32,敏感肌,是,上海
U00090580,女,29,油性/混油,否,浙江
U00090581,女,27,敏感肌,否,山东
U00090582,男,26,敏感肌,否,江苏
U00090583,男,32,油性/混油,否,山东
U00090584,女,18,干性/混干,是,江苏
U00090585,女,32,油性/混油,否,广东
U00090586,男,42,敏感肌,否,江苏
U00090587,男,34,干性/混干,否,江苏
U00090588,女,37,中性,是,湖北
U00090589,女,43,油性/混油,是,山东
U00090590,女,37,油性/混油,是,河南
U00090591,男,27,中性,否,浙江
U00090592,女,28,敏感肌,是,湖南
U00090593,女,32,敏感肌,是,浙江
U00090594,女,22,中性,否,湖北
U00090595,女,52,油性/混油,否,湖南
U00090596,女,32,油性/混油,是,广东
U00090597,女,43,敏感肌,否,浙江
U00090598,男,30,敏感肌,否,上海
U00090599,女,32,干性/混干,否,上海
U00090600,女,31,敏感肌,否,广东
U00090601,男,42,中性,否,山东
U00090602,女,51,油性/混油,否,山东
U00090603,男,20,油性/混油,否,北京
U00090604,女,30,敏感肌,是,湖南
U00090605,女,35,干性/混干,否,浙江
U00090606,男,18,干性/混干,否,四川
U00090607,女,26,中性,否,广东
U00090608,女,35,油性/混油,是,广东
U00090609,男,28,敏感肌,否,江苏
U00090610,男,32,油性/混油,否,上海
U00090611,女,36,油性/混油,否,广东
U00090612,女,27,油性/混油,否,上海
U00090613,女,24,干性/混干,是,浙江
U00090614,男,24,油性/混油,否,上海
U00090615,男,18,敏感肌,否,广东
U00090616,女,36,油性/混油,是,北京
U00090617,男,30,干性/混干,否,广东
U00090618,女,41,油性/混油,是,北京
U00090619,女,37,干性/混干,是,河南
U00090620,女,32,油性/混油,是,上海
U00090621,女,34,中性,否,湖北
U00090622,女,18,敏感肌,否,北京
U00090623,女,34,油性/混油,否,湖北
U00090624,男,30,油性/混油,否,浙江
U00090625,女,26,中性,否,北京
U00090626,女,28,敏感肌,否,广东
U00090627,女,37,干性/混干,是,北京
U00090628,女,27,敏感肌,是,湖南
U00090629,女,30,干性/混干,否,江苏
U00090630,女,36,敏感肌,否,广东
U00090631,男,29,敏感肌,否,山东
U00090632,女,33,敏感肌,是,湖北
U00090633,女,31,油性/混油,否,北京
U00090634,女,40,敏感肌,是,广东
U00090635,女,33,油性/混油,否,四川
U00090636,女,18,敏感肌,否,河南
U00090637,男,38,敏感肌,否,湖南
U00090638,男,26,中性,否,浙江
U00090639,男,27,干性/混干,否,北京
U00090640,女,30,干性/混干,是,上海
U00090641,女,49,干性/混干,否,四川
U00090642,女,36,敏感肌,是,广东
U00090643,女,47,油性/混油,是,湖南
U00090644,女,32,敏感肌,是,湖南
U00090645,女,37,中性,否,广东
U00090646,女,46,中性,是,广东
U00090647,男,38,干性/混干,否,江苏
U00090648,男,35,敏感肌,否,湖北
U00090649,女,21,敏感肌,是,江苏
U00090650,女,23,油性/混油,是,江苏
U00090651,女,34,敏感肌,是,江苏
U00090652,女,40,敏感肌,是,广东
U00090653,女,30,敏感肌,是,上海
U00090654,女,37,敏感肌,是,湖南
U00090655,女,25,敏感肌,是,江苏
U00090656,男,26,油性/混油,否,浙江
U00090657,女,35,中性,否,四川
U00090658,男,32,干性/混干,是,北京
U00090659,女,28,中性,是,上海
U00090660,男,27,中性,否,江苏
U00090661,女,19,油性/混油,否,广东
U00090662,女,31,敏感肌,是,江苏
U00090663,男,20,干性/混干,是,广东
U00090664,男,29,油性/混油,是,河南
U00090665,女,30,中性,否,四川
U00090666,女,43,敏感肌,是,江苏
U00090667,女,23,敏感肌,是,浙江
U00090668,女,35,油性/混油,否,上海
U00090669,女,33,敏感肌,否,广东
U00090670,男,23,敏感肌,否,北京
U00090671,女,32,干性/混干,否,河南
U00090672,女,21,干性/混干,是,北京
U00090673,女,32,油性/混油,否,江苏
U00090674,女,30,干性/混干,否,四川
U00090675,女,39,敏感肌,否,北京
U00090676,女,26,干性/混干,是,湖北
U00090677,男,18,干性/混干,是,浙江
U00090678,女,27,敏感肌,是,山东
U00090679,女,36,干性/混干,否,北京
U00090680,男,33,干性/混干,是,江苏
U00090681,男,27,干性/混干,是,广东
U00090682,女,41,油性/混油,否,浙江
U00090683,女,29,油性/混油,是,河南
U00090684,男,38,敏感肌,否,江苏
U00090685,女,32,干性/混干,否,上海
U00090686,女,37,干性/混干,是,四川
U00090687,女,38,中性,是,湖北
U00090688,男,42,敏感肌,是,上海
U00090689,男,25,敏感肌,是,广东
U00090690,女,36,中性,否,四川
U00090691,女,22,油性/混油,否,湖北
U00090692,女,36,油性/混油,是,浙江
U00090693,女,18,敏感肌,是,湖北
U00090694,男,47,油性/混油,否,江苏
U00090695,女,34,油性/混油,是,北京
U00090696,男,33,油性/混油,否,上海
U00090697,女,18,油性/混油,否,山东
U00090698,女,40,油性/混油,否,山东
U00090699,女,41,干性/混干,否,浙江
U00090700,女,30,干性/混干,否,湖北
U00090701,女,28,中性,否,四川
U00090702,男,28,中性,否,上海
U00090703,男,45,油性/混油,否,河南
U00090704,男,31,中性,否,广东
U00090705,男,33,油性/混油,是,湖北
U00090706,女,39,敏感肌,是,山东
U00090707,女,18,干性/混干,否,湖北
U00090708,男,31,干性/混干,否,四川
U00090709,男,29,敏感肌,否,江苏
U00090710,男,33,油性/混油,否,四川
U00090711,男,38,油性/混油,否,江苏
U00090712,男,39,敏感肌,否,浙江
U00090713,男,30,敏感肌,否,湖南
U00090714,女,30,敏感肌,否,江苏
U00090715,女,32,敏感肌,否,浙江
U00090716,女,38,中性,是,广东
U00090717,女,41,中性,是,北京
U00090718,女,20,敏感肌,是,山东
U00090719,女,35,干性/混干,否,广东
U00090720,女,30,油性/混油,是,浙江
U00090721,女,48,油性/混油,是,湖北
U00090722,男,23,干性/混干,是,浙江
U00090723,女,22,油性/混油,是,江苏
U00090724,女,27,中性,否,山东
U00090725,女,36,油性/混油,否,广东
U00090726,女,36,干性/混干,是,江苏
U00090727,女,27,干性/混干,否,上海
U00090728,男,40,干性/混干,否,北京
U00090729,女,28,敏感肌,否,江苏
U00090730,男,38,中性,是,湖南
U00090731,女,20,干性/混干,是,北京
U00090732,女,24,干性/混干,是,江苏
U00090733,男,28,敏感肌,否,四川
U00090734,男,31,油性/混油,否,浙江
U00090735,男,25,中性,否,江苏
U00090736,男,25,干性/混干,否,上海
U00090737,女,35,油性/混油,是,湖北
U00090738,女,38,中性,否,湖北
U00090739,男,25,干性/混干,是,江苏
U00090740,男,21,中性,否,广东
U00090741,女,32,干性/混干,是,北京
U00090742,男,35,敏感肌,否,北京
U00090743,女,23,干性/混干,否,浙江
U00090744,男,45,敏感肌,否,浙江
U00090745,女,24,敏感肌,是,湖北
U00090746,女,29,中性,是,河南
U00090747,女,30,油性/混油,是,北京
U00090748,女,25,干性/混干,是,上海
U00090749,男,46,油性/混油,否,上海
U00090750,女,24,油性/混油,否,北京
U00090751,男,45,敏感肌,是,河南
U00090752,女,29,干性/混干,是,山东
U00090753,女,29,油性/混油,是,浙江
U00090754,女,26,油性/混油,是,江苏
U00090755,女,37,油性/混油,是,广东
U00090756,男,47,敏感肌,否,广东
U00090757,女,27,敏感肌,是,江苏
U00090758,女,29,干性/混干,否,广东
U00090759,女,43,油性/混油,是,上海
U00090760,男,23,油性/混油,否,湖南
U00090761,男,25,干性/混干,否,上海
U00090762,男,42,干性/混干,是,江苏
U00090763,女,35,敏感肌,是,广东
U00090764,女,25,敏感肌,是,广东
U00090765,女,36,敏感肌,是,广东
U00090766,女,19,敏感肌,否,湖南
U00090767,女,40,干性/混干,是,浙江
U00090768,女,18,干性/混干,否,湖北
U00090769,女,23,油性/混油,是,北京
U00090770,女,34,干性/混干,是,四川
U00090771,女,21,中性,否,河南
U00090772,女,32,敏感肌,是,广东
U00090773,女,36,敏感肌,否,四川
U00090774,女,26,干性/混干,是,山东
U00090775,女,31,敏感肌,是,山东
U00090776,男,38,干性/混干,否,湖南
U00090777,女,35,油性/混油,否,广东
U00090778,女,44,敏感肌,否,浙江
