用户ID,性别,年龄,肤质,会员,RFM分类,聚类
U00003838,女,35,,否,潜力发展用户,
U00003839,女,51,,否,潜力发展用户,
U00003840,女,50,,否,高价值沉睡用户,
U00003841,女,60,,是,高价值沉睡用户,
U00003842,女,37,,是,高价值沉睡用户,
U00003843,女,49,,否,低价值/流失用户,
U00003844,女,33,,否,低价值/流失用户,
U00003845,女,50,,否,核心价值用户,
U00003846,男,59,,否,潜力发展用户,
U00003847,女,29,,是,高价值沉睡用户,
U00003848,男,62,,否,核心价值用户,
U00003849,女,45,,否,高价值沉睡用户,
U00003850,女,56,,是,高价值沉睡用户,
U00003851,男,41,,否,潜力发展用户,
U00003852,女,44,,否,潜力发展用户,
U00003853,女,50,,是,核心价值用户,
U00003854,女,50,,是,潜力发展用户,
U00003855,女,37,,是,潜力发展用户,
U00003856,女,43,,否,核心价值用户,
U00003857,女,24,,是,核心价值用户,
U00003858,女,27,,否,低价值/流失用户,
U00003859,男,51,,否,潜力发展用户,
U00003860,男,23,,否,核心价值用户,
U00003861,男,60,,是,高价值沉睡用户,
U00003862,女,37,,否,核心价值用户,
U00003863,女,60,,否,核心价值用户,
U00003864,女,47,,是,高价值沉睡用户,
U00003865,女,60,,是,核心价值用户,
U00003866,女,62,,否,高价值沉睡用户,
U00003867,男,44,,是,潜力发展用户,
U00003868,女,54,,否,高价值沉睡用户,
U00003869,女,30,,否,核心价值用户,
U00003870,女,18,,否,潜力发展用户,
U00003871,女,27,,否,潜力发展用户,
U00003872,男,42,,是,核心价值用户,
U00003873,女,48,,否,潜力发展用户,
U00003874,女,49,,否,潜力发展用户,
U00003875,女,56,,否,高价值沉睡用户,
U00003876,女,60,,否,核心价值用户,
U00003877,女,63,,否,潜力发展用户,
U00003878,女,38,,否,潜力发展用户,
U00003879,女,65,,否,高价值沉睡用户,
U00003880,女,54,,否,高价值沉睡用户,
U00003881,女,41,,否,潜力发展用户,
U00003882,女,56,,是,核心价值用户,
U00003883,女,45,,否,潜力发展用户,
U00003884,男,55,,否,高价值沉睡用户,
U00003885,女,51,,是,潜力发展用户,
U00003886,女,50,,否,低价值/流失用户,
U00003887,女,39,,否,潜力发展用户,
U00003888,女,31,,否,核心价值用户,
U00003889,女,18,,否,潜力发展用户,
U00003890,女,63,,是,潜力发展用户,
U00003891,女,37,,否,潜力发展用户,
U00003892,男,40,,否,核心价值用户,
U00003893,女,40,,是,核心价值用户,
U00003894,女,43,,否,核心价值用户,
U00003895,女,28,,否,潜力发展用户,
U00003896,女,20,,是,核心价值用户,
U00003897,女,61,,否,高价值沉睡用户,
U00003898,女,62,,是,核心价值用户,
U00003899,女,52,,是,潜力发展用户,
U00003900,女,65,,是,低价值/流失用户,
U00003901,女,24,,是,低价值/流失用户,
U00003902,女,26,,是,潜力发展用户,
U00003903,男,60,,是,核心价值用户,
U00003904,男,24,,否,核心价值用户,
U00003905,女,62,,否,潜力发展用户,
U00003906,女,56,,是,高价值沉睡用户,
U00003907,女,31,,是,核心价值用户,
U00003908,男,26,,是,核心价值用户,
U00003909,女,28,,否,核心价值用户,
U00003910,女,22,,是,高价值沉睡用户,
U00003911,男,29,,是,高价值沉睡用户,
U00003912,女,22,,否,潜力发展用户,
U00003913,女,33,,是,潜力发展用户,
U00003914,女,37,,是,高价值沉睡用户,
U00003915,女,22,,是,潜力发展用户,
U00003916,女,37,,否,潜力发展用户,
U00003917,女,46,,否,低价值/流失用户,
U00003918,女,60,,是,高价值沉睡用户,
U00003919,女,22,,是,潜力发展用户,
U00003920,女,26,,否,高价值沉睡用户,
U00003921,女,65,,否,高价值沉睡用户,
U00003922,女,30,,是,核心价值用户,
U00003923,女,59,,是,潜力发展用户,
U00003924,男,39,,否,高价值沉睡用户,
U00003925,女,55,,否,潜力发展用户,
U00003926,男,41,,否,潜力发展用户,
U00003927,女,65,,是,潜力发展用户,
U00003928,女,63,,否,潜力发展用户,
U00003929,女,57,,否,潜力发展用户,
U00003930,男,40,,是,低价值/流失用户,
U00003931,女,64,,否,核心价值用户,
U00003932,女,40,,否,潜力发展用户,
U00003933,女,36,,是,核心价值用户,
U00003934,男,18,,是,潜力发展用户,
U00003935,女,43,,否,潜力发展用户,
U00003936,女,20,,否,高价值沉睡用户,
U00003937,女,40,,是,低价值/流失用户,
U00003938,男,21,,是,潜力发展用户,
U00003939,女,27,,是,潜力发展用户,
U00003940,男,34,,是,潜力发展用户,
U00003941,女,57,,否,低价值/流失用户,
U00003942,女,39,,否,核心价值用户,
U00003943,女,56,,是,潜力发展用户,
U00003944,女,44,,是,潜力发展用户,
U00003945,男,21,,否,核心价值用户,
U00003946,男,25,,是,潜力发展用户,
U00003947,男,28,,否,潜力发展用户,
U00003948,男,47,,否,高价值沉睡用户,
U00003949,男,46,,是,核心价值用户,
U00003950,女,51,,否,潜力发展用户,
U00003951,女,26,,是,潜力发展用户,
U00003952,女,23,,是,高价值沉睡用户,
U00003953,男,18,,是,潜力发展用户,
U00003954,女,45,,是,潜力发展用户,
U00003955,女,54,,否,高价值沉睡用户,
U00003956,男,18,,否,核心价值用户,
U00003957,女,50,,否,高价值沉睡用户,
U00003958,女,52,,是,高价值沉睡用户,
U00003959,女,65,,是,潜力发展用户,
U00003960,女,50,,是,低价值/流失用户,
U00003961,男,31,,否,核心价值用户,
U00003962,女,39,,是,核心价值用户,
U00003963,女,58,,否,潜力发展用户,
U00003964,男,38,,否,潜力发展用户,
U00003965,女,47,,是,核心价值用户,
U00003966,男,53,,是,潜力发展用户,
U00003967,女,32,,是,高价值沉睡用户,
U00003968,男,33,,是,潜力发展用户,
U00003969,男,28,,是,核心价值用户,
U00003970,女,57,,否,潜力发展用户,
U00003971,男,52,,是,核心价值用户,
U00003972,女,65,,否,潜力发展用户,
U00003973,女,49,,否,潜力发展用户,
U00003974,女,53,,是,潜力发展用户,
U00003975,女,51,,是,高价值沉睡用户,
U00003976,女,34,,否,潜力发展用户,
U00003977,女,30,,否,潜力发展用户,
U00003978,女,20,,否,核心价值用户,
U00003979,女,43,,否,潜力发展用户,
U00003980,男,59,,是,低价值/流失用户,
U00003981,女,57,,是,高价值沉睡用户,
U00003982,男,58,,是,潜力发展用户,
U00003983,男,59,,是,高价值沉睡用户,
U00003984,女,46,,否,核心价值用户,
U00003985,女,37,,是,核心价值用户,
U00003986,女,65,,是,高价值沉睡用户,
U00003987,女,35,,否,潜力发展用户,
U00003988,女,48,,是,高价值沉睡用户,
U00003989,女,25,,否,低价值/流失用户,
U00003990,女,60,,是,潜力发展用户,
U00003991,女,65,,是,核心价值用户,
U00003992,男,21,,是,高价值沉睡用户,
U00003993,男,22,,是,低价值/流失用户,
U00003994,女,41,,是,高价值沉睡用户,
U00003995,女,35,,否,核心价值用户,
U00003996,女,24,,否,高价值沉睡用户,
U00003997,女,55,,是,潜力发展用户,
U00003998,女,26,,是,核心价值用户,
U00003999,女,33,,是,潜力发展用户,
U00004000,男,50,,否,核心价值用户,
U00004001,男,38,,否,核心价值用户,
U00004002,男,62,,否,核心价值用户,
U00004003,女,37,,否,潜力发展用户,
U00004004,女,63,,否,潜力发展用户,
U00004005,女,43,,是,潜力发展用户,
U00004006,女,44,,是,核心价值用户,
U00004007,女,43,,否,高价值沉睡用户,
U00004008,女,33,,是,潜力发展用户,
U00004009,女,37,,是,核心价值用户,
U00004010,男,30,,否,高价值沉睡用户,
U00004011,女,41,,是,低价值/流失用户,
U00004012,女,45,,否,核心价值用户,
U00004013,女,62,,是,潜力发展用户,
U00004014,女,56,,否,高价值沉睡用户,
U00004015,女,30,,否,潜力发展用户,
U00004016,男,20,,是,潜力发展用户,
U00004017,男,49,,是,潜力发展用户,
U00004018,女,33,,否,核心价值用户,
U00004019,女,53,,是,核心价值用户,
U00004020,女,21,,是,潜力发展用户,
U00004021,女,59,,是,潜力发展用户,
U00004022,女,28,,否,核心价值用户,
U00004023,女,50,,是,潜力发展用户,
U00004024,女,21,,否,核心价值用户,
U00004025,女,42,,否,核心价值用户,
U00004026,女,57,,否,潜力发展用户,
U00004027,男,34,,否,核心价值用户,
U00004028,女,21,,是,潜力发展用户,
U00004029,女,19,,否,潜力发展用户,
U00004030,男,26,,否,低价值/流失用户,
U00004031,女,54,,否,高价值沉睡用户,
U00004032,女,22,,是,核心价值用户,
U00004033,女,31,,是,核心价值用户,
U00004034,女,45,,否,高价值沉睡用户,
U00004035,男,59,,否,高价值沉睡用户,
U00004036,女,40,,是,核心价值用户,
U00004037,男,36,,否,低价值/流失用户,
U00004038,女,49,,否,高价值沉睡用户,
U00004039,男,43,,是,潜力发展用户,
U00004040,女,27,,否,低价值/流失用户,
U00004041,男,62,,是,潜力发展用户,
U00004042,女,46,,是,核心价值用户,
U00004043,女,43,,是,潜力发展用户,
U00004044,女,24,,是,核心价值用户,
U00004045,女,18,,否,潜力发展用户,
U00004046,男,26,,否,高价值沉睡用户,
U00004047,男,49,,否,高价值沉睡用户,
U00004048,女,60,,否,高价值沉睡用户,
U00004049,男,34,,否,潜力发展用户,
U00004050,男,37,,是,潜力发展用户,
U00004051,女,46,,否,潜力发展用户,
U00004052,女,50,,否,潜力发展用户,
U00004053,男,42,,是,潜力发展用户,
U00004054,男,40,,是,低价值/流失用户,
U00004055,女,40,,是,潜力发展用户,
U00004056,女,60,,否,潜力发展用户,
U00004057,女,51,,是,高价值沉睡用户,
U00004058,女,57,,否,核心价值用户,
U00004059,男,61,,否,高价值沉睡用户,
U00004060,男,18,,否,潜力发展用户,
U00004061,女,28,,否,潜力发展用户,
U00004062,男,19,,是,潜力发展用户,
U00004063,女,48,,否,低价值/流失用户,
U00004064,女,24,,是,潜力发展用户,
U00004065,女,26,,否,核心价值用户,
U00004066,女,23,,是,潜力发展用户,
U00004067,女,22,,否,高价值沉睡用户,
U00004068,女,63,,否,高价值沉睡用户,
U00004069,女,51,,否,低价值/流失用户,
U00004070,女,63,,否,低价值/流失用户,
U00004071,女,49,,否,潜力发展用户,
U00004072,女,47,,是,高价值沉睡用户,
U00004073,女,27,,否,核心价值用户,
U00004074,男,35,,是,潜力发展用户,
U00004075,男,21,,是,潜力发展用户,
U00004076,女,35,,否,高价值沉睡用户,
U00004077,男,55,,否,核心价值用户,
U00004078,女,64,,是,高价值沉睡用户,
U00004079,女,33,,是,高价值沉睡用户,
U00004080,男,42,,否,高价值沉睡用户,
U00004081,女,49,,否,核心价值用户,
U00004082,男,46,,否,低价值/流失用户,
U00004083,男,35,,否,核心价值用户,
U00004084,女,29,,否,低价值/流失用户,
U00004085,男,57,,是,核心价值用户,
U00004086,女,43,,是,高价值沉睡用户,
U00004087,女,56,,否,核心价值用户,
U00004088,女,33,,否,核心价值用户,
U00004089,女,40,,是,潜力发展用户,
U00004090,女,26,,是,潜力发展用户,
U00004091,女,50,,否,核心价值用户,
U00004092,女,43,,否,潜力发展用户,
U00004093,女,57,,是,潜力发展用户,
U00004094,女,55,,否,低价值/流失用户,
U00004095,女,42,,否,高价值沉睡用户,
U00004096,男,54,,否,潜力发展用户,
U00004097,女,57,,否,潜力发展用户,
U00004098,女,47,,否,潜力发展用户,
U00004099,女,54,,否,低价值/流失用户,
U00004100,女,36,,否,潜力发展用户,
U00004101,女,20,,否,高价值沉睡用户,
U00004102,女,42,,是,潜力发展用户,
U00004103,男,56,,否,核心价值用户,
U00004104,女,65,,是,核心价值用户,
U00004105,男,27,,否,核心价值用户,
U00004106,女,57,,否,核心价值用户,
U00004107,女,62,,否,潜力发展用户,
U00004108,女,56,,否,潜力发展用户,
U00004109,女,44,,否,高价值沉睡用户,
U00004110,男,49,,是,潜力发展用户,
U00004111,女,30,,是,潜力发展用户,
U00004112,男,36,,是,潜力发展用户,
U00004113,女,26,,是,核心价值用户,
U00004114,女,39,,是,核心价值用户,
U00004115,男,61,,是,核心价值用户,
U00004116,女,34,,否,核心价值用户,
U00004117,男,29,,否,潜力发展用户,
U00004118,男,19,,否,核心价值用户,
U00004119,男,29,,否,低价值/流失用户,
U00004120,男,41,,否,潜力发展用户,
U00004121,男,38,,否,高价值沉睡用户,
U00004122,男,41,,否,低价值/流失用户,
U00004123,男,58,,否,高价值沉睡用户,
U00004124,女,57,,是,高价值沉睡用户,
U00004125,男,41,,是,潜力发展用户,
U00004126,男,54,,否,核心价值用户,
U00004127,女,26,,否,低价值/流失用户,
U00004128,男,20,,否,核心价值用户,
U00004129,男,31,,是,高价值沉睡用户,
U00004130,男,55,,否,核心价值用户,
U00004131,男,61,,否,潜力发展用户,
U00004132,女,43,,否,核心价值用户,
U00004133,男,58,,是,潜力发展用户,
U00004134,男,26,,否,潜力发展用户,
U00004135,女,56,,否,潜力发展用户,
U00004136,女,29,,否,潜力发展用户,
U00004137,女,26,,否,高价值沉睡用户,
U00004138,女,37,,是,潜力发展用户,
U00004139,女,43,,否,高价值沉睡用户,
U00004140,女,39,,否,潜力发展用户,
U00004141,女,34,,否,潜力发展用户,
U00004142,女,24,,是,核心价值用户,
U00004143,男,42,,是,高价值沉睡用户,
U00004144,女,50,,否,潜力发展用户,
U00004145,男,65,,否,高价值沉睡用户,
U00004146,女,19,,否,潜力发展用户,
U00004147,女,65,,否,潜力发展用户,
U00004148,男,21,,否,高价值沉睡用户,
U00004149,男,27,,否,潜力发展用户,
U00004150,女,23,,是,核心价值用户,
U00004151,男,22,,是,高价值沉睡用户,
U00004152,女,62,,是,高价值沉睡用户,
U00004153,女,63,,否,高价值沉睡用户,
U00004154,女,39,,否,核心价值用户,
U00004155,男,20,,否,核心价值用户,
U00004156,女,49,,否,低价值/流失用户,
U00004157,女,25,,否,潜力发展用户,
U00004158,女,28,,否,高价值沉睡用户,
U00004159,女,55,,否,核心价值用户,
U00004160,女,32,,是,潜力发展用户,
U00004161,女,52,,是,潜力发展用户,
U00004162,女,60,,否,潜力发展用户,
U00004163,男,34,,是,潜力发展用户,
U00004164,男,27,,是,潜力发展用户,
U00004165,女,29,,否,潜力发展用户,
U00004166,女,31,,否,潜力发展用户,
U00004167,女,19,,否,高价值沉睡用户,
U00004168,女,61,,否,潜力发展用户,
U00004169,女,61,,否,潜力发展用户,
U00004170,男,35,,否,高价值沉睡用户,
U00004171,女,47,,否,低价值/流失用户,
U00004172,女,35,,是,核心价值用户,
U00004173,男,40,,否,潜力发展用户,
U00004174,女,59,,否,潜力发展用户,
U00004175,女,44,,否,高价值沉睡用户,
U00004176,女,48,,否,核心价值用户,
U00004177,女,28,,是,潜力发展用户,
U00004178,男,20,,否,低价值/流失用户,
U00004179,女,37,,否,核心价值用户,
U00004180,女,36,,是,高价值沉睡用户,
U00004181,男,32,,是,核心价值用户,
U00004182,女,47,,是,核心价值用户,
U00004183,男,59,,否,潜力发展用户,
U00004184,女,61,,是,潜力发展用户,
U00004185,女,62,,否,高价值沉睡用户,
U00004186,男,59,,否,低价值/流失用户,
U00004187,女,40,,是,潜力发展用户,
U00004188,女,58,,否,高价值沉睡用户,
U00004189,女,56,,否,核心价值用户,
U00004190,女,44,,否,潜力发展用户,
U00004191,男,20,,是,高价值沉睡用户,
U00004192,男,64,,是,潜力发展用户,
U00004193,男,51,,否,核心价值用户,
U00004194,男,60,,否,高价值沉睡用户,
U00004195,男,49,,否,潜力发展用户,
U00004196,女,54,,否,高价值沉睡用户,
U00004197,男,47,,否,核心价值用户,
U00004198,男,25,,是,潜力发展用户,
U00004199,女,24,,是,潜力发展用户,
U00004200,女,38,,否,低价值/流失用户,
U00004201,男,45,,否,潜力发展用户,
U00004202,女,52,,是,高价值沉睡用户,
U00004203,女,37,,否,高价值沉睡用户,
U00004204,女,22,,否,潜力发展用户,
U00004205,女,54,,是,高价值沉睡用户,
U00004206,女,58,,是,核心价值用户,
U00004207,女,31,,是,潜力发展用户,
U00004208,女,46,,否,高价值沉睡用户,
U00004209,女,18,,是,高价值沉睡用户,
U00004210,女,28,,是,高价值沉睡用户,
U00004211,女,39,,是,核心价值用户,
U00004212,女,32,,是,低价值/流失用户,
U00004213,女,46,,是,潜力发展用户,
U00004214,女,36,,是,高价值沉睡用户,
U00004215,女,29,,否,低价值/流失用户,
U00004216,男,62,,否,核心价值用户,
U00004217,女,60,,是,潜力发展用户,
U00004218,女,52,,否,低价值/流失用户,
U00004219,女,48,,否,高价值沉睡用户,
U00004220,男,30,,否,低价值/流失用户,
U00004221,女,43,,否,潜力发展用户,
U00004222,女,49,,是,潜力发展用户,
U00004223,男,48,,是,潜力发展用户,
U00004224,男,28,,是,潜力发展用户,
U00004225,女,30,,否,核心价值用户,
U00004226,女,25,,否,高价值沉睡用户,
U00004227,女,20,,否,高价值沉睡用户,
U00004228,女,35,,否,高价值沉睡用户,
U00004229,女,41,,是,核心价值用户,
U00004230,男,55,,否,潜力发展用户,
U00004231,女,18,,是,核心价值用户,
U00004232,女,35,,否,高价值沉睡用户,
U00004233,女,56,,是,高价值沉睡用户,
U00004234,男,40,,是,潜力发展用户,
U00004235,女,42,,否,潜力发展用户,
U00004236,男,52,,否,高价值沉睡用户,
U00004237,男,56,,否,潜力发展用户,
U00004238,女,30,,否,核心价值用户,
U00004239,女,49,,是,高价值沉睡用户,
U00004240,男,56,,是,核心价值用户,
U00004241,男,61,,否,核心价值用户,
U00004242,女,23,,否,核心价值用户,
U00004243,男,63,,是,潜力发展用户,
U00004244,男,28,,是,高价值沉睡用户,
U00004245,女,40,,否,潜力发展用户,
U00004246,男,55,,否,高价值沉睡用户,
U00004247,女,45,,是,潜力发展用户,
U00004248,女,55,,否,潜力发展用户,
U00004249,女,31,,否,核心价值用户,
U00004250,女,52,,否,高价值沉睡用户,
U00004251,女,20,,否,高价值沉睡用户,
U00004252,女,38,,否,高价值沉睡用户,
U00004253,女,22,,否,高价值沉睡用户,
U00004254,女,51,,是,潜力发展用户,
U00004255,男,56,,否,潜力发展用户,
U00004256,女,62,,否,核心价值用户,
U00004257,女,64,,是,核心价值用户,
U00004258,女,64,,是,核心价值用户,
U00004259,女,51,,是,潜力发展用户,
U00004260,女,29,,是,核心价值用户,
U00004261,女,31,,是,潜力发展用户,
U00004262,女,57,,是,潜力发展用户,
U00004263,女,44,,否,核心价值用户,
U00004264,女,18,,是,核心价值用户,
U00004265,女,26,,否,核心价值用户,
U00004266,男,33,,否,核心价值用户,
U00004267,女,40,,否,高价值沉睡用户,
U00004268,女,20,,是,潜力发展用户,
U00004269,男,46,,否,核心价值用户,
U00004270,女,61,,否,潜力发展用户,
U00004271,男,40,,否,核心价值用户,
U00004272,女,63,,否,高价值沉睡用户,
U00004273,男,44,,否,核心价值用户,
U00004274,女,28,,是,高价值沉睡用户,
U00004275,女,64,,是,低价值/流失用户,
U00004276,男,33,,否,核心价值用户,
U00004277,女,58,,否,潜力发展用户,
U00004278,女,64,,否,潜力发展用户,
U00004279,女,39,,是,核心价值用户,
U00004280,女,50,,否,潜力发展用户,
U00004281,男,26,,否,低价值/流失用户,
U00004282,女,34,,是,核心价值用户,
U00004283,女,44,,是,高价值沉睡用户,
U00004284,女,32,,是,潜力发展用户,
U00004285,女,20,,是,核心价值用户,
U00004286,男,38,,否,核心价值用户,
U00004287,女,22,,否,核心价值用户,
U00004288,男,65,,否,核心价值用户,
U00004289,男,50,,否,潜力发展用户,
U00004290,女,51,,是,潜力发展用户,
U00004291,男,26,,是,核心价值用户,
U00004292,女,28,,否,潜力发展用户,
U00004293,女,55,,是,核心价值用户,
U00004294,女,32,,否,高价值沉睡用户,
U00004295,女,54,,否,核心价值用户,
U00004296,女,49,,是,潜力发展用户,
U00004297,女,38,,否,高价值沉睡用户,
U00004298,女,38,,否,潜力发展用户,
U00004299,女,24,,是,高价值沉睡用户,
U00004300,女,58,,否,潜力发展用户,
U00004301,女,64,,否,核心价值用户,
U00004302,女,54,,否,高价值沉睡用户,
U00004303,女,38,,是,潜力发展用户,
U00004304,女,25,,是,高价值沉睡用户,
U00004305,男,27,,否,潜力发展用户,
U00004306,女,39,,否,潜力发展用户,
U00004307,男,54,,是,核心价值用户,
U00004308,女,23,,是,潜力发展用户,
U00004309,男,49,,否,高价值沉睡用户,
U00004310,女,41,,是,高价值沉睡用户,
U00004311,男,35,,否,高价值沉睡用户,
U00004312,女,42,,否,潜力发展用户,
U00004313,女,32,,是,潜力发展用户,
U00004314,女,20,,否,核心价值用户,
U00004315,女,53,,是,高价值沉睡用户,
U00004316,男,26,,否,核心价值用户,
U00004317,男,42,,否,高价值沉睡用户,
U00004318,女,30,,否,低价值/流失用户,
U00004319,男,38,,否,潜力发展用户,
U00004320,男,24,,否,潜力发展用户,
U00004321,女,52,,否,潜力发展用户,
U00004322,女,24,,否,核心价值用户,
U00004323,女,60,,否,潜力发展用户,
U00004324,女,31,,否,高价值沉睡用户,
U00004325,女,43,,否,核心价值用户,
U00004326,女,57,,是,高价值沉睡用户,
U00004327,男,37,,否,高价值沉睡用户,
U00004328,男,59,,是,潜力发展用户,
U00004329,男,52,,是,潜力发展用户,
U00004330,女,55,,是,高价值沉睡用户,
U00004331,女,24,,否,高价值沉睡用户,
U00004332,女,65,,否,潜力发展用户,
U00004333,男,22,,否,潜力发展用户,
U00004334,男,24,,否,潜力发展用户,
U00004335,男,28,,否,高价值沉睡用户,
U00004336,男,29,,否,低价值/流失用户,
U00004337,女,54,,是,高价值沉睡用户,
U00004338,女,54,,是,核心价值用户,
U00004339,女,43,,否,低价值/流失用户,
U00004340,女,58,,否,高价值沉睡用户,
U00004341,女,50,,否,核心价值用户,
U00004342,男,50,,是,潜力发展用户,
U00004343,男,20,,否,低价值/流失用户,
U00004344,男,54,,否,潜力发展用户,
U00004345,女,45,,否,潜力发展用户,
U00004346,男,45,,否,潜力发展用户,
U00004347,女,63,,否,潜力发展用户,
U00004348,女,59,,是,潜力发展用户,
U00004349,女,50,,否,低价值/流失用户,
U00004350,男,61,,否,高价值沉睡用户,
U00004351,女,64,,是,核心价值用户,
U00004352,女,24,,否,潜力发展用户,
U00004353,男,27,,是,潜力发展用户,
U00004354,男,62,,是,潜力发展用户,
U00004355,女,37,,是,核心价值用户,
U00004356,男,41,,是,高价值沉睡用户,
U00004357,女,36,,否,核心价值用户,
U00004358,男,20,,否,核心价值用户,
U00004359,男,49,,否,潜力发展用户,
U00004360,女,23,,是,核心价值用户,
U00004361,女,18,,是,高价值沉睡用户,
U00004362,男,19,,否,潜力发展用户,
U00004363,女,45,,否,低价值/流失用户,
U00004364,女,54,,否,核心价值用户,
U00004365,男,23,,否,核心价值用户,
U00004366,男,40,,否,核心价值用户,
U00004367,女,47,,否,高价值沉睡用户,
U00004368,男,47,,否,潜力发展用户,
U00004369,女,34,,否,潜力发展用户,
U00004370,男,56,,否,核心价值用户,
U00004371,男,25,,否,核心价值用户,
U00004372,女,60,,否,核心价值用户,
U00004373,女,63,,否,潜力发展用户,
U00004374,女,45,,是,高价值沉睡用户,
U00004375,男,52,,否,核心价值用户,
U00004376,女,44,,是,高价值沉睡用户,
U00004377,男,19,,否,高价值沉睡用户,
U00004378,女,57,,否,核心价值用户,
U00004379,男,34,,否,潜力发展用户,
U00004380,女,57,,否,高价值沉睡用户,
U00004381,男,63,,否,核心价值用户,
U00004382,女,38,,否,潜力发展用户,
U00004383,女,37,,是,核心价值用户,
U00004384,女,52,,否,核心价值用户,
U00004385,女,62,,是,核心价值用户,
U00004386,男,33,,否,高价值沉睡用户,
U00004387,女,25,,否,高价值沉睡用户,
U00004388,男,46,,是,高价值沉睡用户,
U00004389,男,61,,否,核心价值用户,
U00004390,男,44,,否,潜力发展用户,
U00004391,女,56,,是,潜力发展用户,
U00004392,女,50,,是,低价值/流失用户,
U00004393,女,29,,是,高价值沉睡用户,
U00004394,男,46,,否,潜力发展用户,
U00004395,男,33,,否,潜力发展用户,
U00004396,女,63,,是,核心价值用户,
U00004397,男,45,,否,高价值沉睡用户,
U00004398,女,41,,否,核心价值用户,
U00004399,女,27,,是,核心价值用户,
U00004400,女,64,,否,核心价值用户,
U00004401,女,43,,是,潜力发展用户,
U00004402,男,48,,是,潜力发展用户,
U00004403,男,48,,否,高价值沉睡用户,
U00004404,男,23,,是,核心价值用户,
U00004405,女,20,,否,低价值/流失用户,
U00004406,女,43,,是,潜力发展用户,
U00004407,女,49,,否,高价值沉睡用户,
U00004408,男,49,,是,潜力发展用户,
U00004409,男,38,,是,高价值沉睡用户,
U00004410,女,56,,是,核心价值用户,
U00004411,女,34,,是,潜力发展用户,
U00004412,女,63,,否,潜力发展用户,
U00004413,女,46,,否,高价值沉睡用户,
U00004414,女,43,,是,潜力发展用户,
U00004415,男,53,,是,高价值沉睡用户,
U00004416,男,34,,是,低价值/流失用户,
U00004417,女,54,,否,潜力发展用户,
U00004418,女,30,,否,核心价值用户,
U00004419,男,22,,否,核心价值用户,
U00004420,男,40,,是,核心价值用户,
U00004421,女,27,,否,潜力发展用户,
U00004422,男,21,,否,核心价值用户,
U00004423,女,51,,是,核心价值用户,
U00004424,女,60,,是,核心价值用户,
U00004425,女,51,,否,高价值沉睡用户,
U00004426,男,39,,是,核心价值用户,
U00004427,女,23,,否,核心价值用户,
U00004428,男,20,,是,高价值沉睡用户,
U00004429,女,31,,是,高价值沉睡用户,
U00004430,女,48,,是,高价值沉睡用户,
U00004431,女,56,,否,核心价值用户,
U00004432,女,55,,是,核心价值用户,
U00004433,女,38,,否,高价值沉睡用户,
U00004434,女,44,,否,潜力发展用户,
U00004435,女,22,,是,核心价值用户,
U00004436,女,25,,否,潜力发展用户,
U00004437,女,48,,是,潜力发展用户,
U00004438,女,32,,是,高价值沉睡用户,
U00004439,男,25,,否,高价值沉睡用户,
U00004440,男,28,,否,核心价值用户,
U00004441,女,33,,是,潜力发展用户,
U00004442,女,20,,否,潜力发展用户,
U00004443,女,33,,是,潜力发展用户,
U00004444,男,51,,否,潜力发展用户,
U00004445,女,42,,否,高价值沉睡用户,
U00004446,女,18,,否,潜力发展用户,
U00004447,女,18,,否,潜力发展用户,
U00004448,女,36,,否,低价值/流失用户,
U00004449,男,24,,是,核心价值用户,
U00004450,女,62,,是,高价值沉睡用户,
U00004451,女,23,,是,高价值沉睡用户,
U00004452,男,62,,是,核心价值用户,
U00004453,女,59,,是,核心价值用户,
U00004454,男,56,,否,高价值沉睡用户,
U00004455,女,41,,否,核心价值用户,
U00004456,女,49,,否,潜力发展用户,
U00004457,女,19,,是,潜力发展用户,
U00004458,女,34,,是,核心价值用户,
U00004459,女,39,,是,高价值沉睡用户,
U00004460,女,25,,否,核心价值用户,
U00004461,女,54,,是,核心价值用户,
U00004462,男,51,,否,低价值/流失用户,
U00004463,女,59,,是,潜力发展用户,
U00004464,女,59,,否,核心价值用户,
U00004465,男,22,,是,低价值/流失用户,
U00004466,女,32,,否,核心价值用户,
U00004467,女,50,,否,核心价值用户,
U00004468,男,46,,否,高价值沉睡用户,
U00004469,女,37,,是,高价值沉睡用户,
U00004470,女,47,,否,潜力发展用户,
U00004471,女,21,,否,潜力发展用户,
U00004472,女,49,,是,潜力发展用户,
U00004473,女,58,,否,核心价值用户,
U00004474,男,38,,是,低价值/流失用户,
U00004475,男,48,,否,核心价值用户,
U00004476,女,55,,是,低价值/流失用户,
U00004477,女,29,,否,核心价值用户,
U00004478,女,53,,是,潜力发展用户,
U00004479,女,46,,是,潜力发展用户,
U00004480,女,18,,否,潜力发展用户,
U00004481,女,42,,否,高价值沉睡用户,
U00004482,女,18,,是,潜力发展用户,
U00004483,女,34,,否,潜力发展用户,
U00004484,女,21,,否,核心价值用户,
U00004485,男,47,,是,高价值沉睡用户,
U00004486,女,55,,否,高价值沉睡用户,
U00004487,女,65,,否,高价值沉睡用户,
U00004488,男,56,,否,潜力发展用户,
U00004489,男,50,,是,高价值沉睡用户,
U00004490,男,59,,是,核心价值用户,
U00004491,女,52,,否,核心价值用户,
U00004492,男,34,,否,低价值/流失用户,
U00004493,女,21,,否,潜力发展用户,
